tau,clarabel,ecos,qcos_custom,qcos,mosek
1.6300923609797406,0.25,0.0,1.0,0.0,0.0
1.6451905877536623,0.25,0.0,1.0,0.0,0.0
1.66042865718753,0.375,0.0,1.0,0.0,0.0
1.6758078645307677,0.375,0.0,1.0,0.0,0.0
1.691329517029648,0.375,0.0,1.0,0.0,0.0
1.7069949340384074,0.5,0.0,1.0,0.0,0.0
1.722805447131394,0.5,0.0,1.0,0.0,0.0
1.7387624002162507,0.5,0.0,1.0,0.0,0.0
1.754867149648151,0.5,0.0,1.0,0.0,0.0
1.7711210643450879,0.5,0.0,1.0,0.0,0.0
1.787525525904235,0.5,0.0,1.0,0.0,0.0
1.8040819287193828,0.625,0.0,1.0,0.0,0.0
1.8207916800994628,0.625,0.0,1.0,0.0,0.0
1.8376562003881711,0.625,0.0,1.0,0.0,0.0
1.8546769230846987,0.625,0.0,1.0,0.0,0.0
1.8718552949655787,0.625,0.0,1.0,0.0,0.0
1.8891927762076663,0.625,0.0,1.0,0.0,0.0
1.9066908405122525,0.625,0.0,1.0,0.0,0.0
1.924350975230331,0.625,0.0,1.0,0.0,0.0
1.9421746814890257,0.75,0.0,1.0,0.0,0.0
1.9601634743191854,0.75,0.0,1.0,0.0,0.0
1.9783188827841642,0.75,0.0,1.0,0.0,0.0
1.996642450109794,0.75,0.0,1.0,0.0,0.0
2.0151357338155576,0.75,0.0,1.0,0.0,0.0
2.0338003058469813,0.875,0.0,1.0,0.0,0.0
2.052637752709252,1.0,0.0,1.0,0.0,0.0
2.071649675602069,1.0,0.0,1.0,0.0,0.0
2.0908376905557504,1.0,0.125,1.0,0.0,0.0
2.1102034285685956,1.0,0.125,1.0,0.0,0.0
2.12974853574552,1.0,0.125,1.0,0.0,0.0
2.14947467343798,1.0,0.125,1.0,0.0,0.0
2.1693835183851844,1.0,0.125,1.0,0.0,0.0
2.1894767628566214,1.0,0.125,1.0,0.0,0.0
2.209756114795902,1.0,0.125,1.0,0.0,0.0
2.2302232979659378,1.0,0.125,1.0,0.0,0.0
2.2508800520954613,1.0,0.125,1.0,0.125,0.0
2.2717281330269055,1.0,0.125,1.0,0.25,0.0
2.2927693128656492,1.0,0.125,1.0,0.25,0.0
2.314005380130653,1.0,0.125,1.0,0.375,0.0
2.3354381399064787,1.0,0.125,1.0,0.375,0.0
2.3570694139967276,1.0,0.125,1.0,0.375,0.0
2.3789010410788936,1.0,0.125,1.0,0.375,0.0
2.4009348768606524,1.0,0.125,1.0,0.5,0.0
2.4231727942375993,1.0,0.125,1.0,0.5,0.0
2.445616683452446,1.0,0.125,1.0,0.5,0.0
2.468268452255692,1.0,0.125,1.0,0.5,0.0
2.491130026067789,1.0,0.125,1.0,0.5,0.0
2.514203348142797,1.0,0.125,1.0,0.5,0.0
2.5374903797335704,1.0,0.125,1.0,0.5,0.0
2.5609931002584587,1.0,0.125,1.0,0.5,0.0
2.5847135074695635,1.0,0.125,1.0,0.5,0.0
2.608653617622548,1.0,0.125,1.0,0.5,0.0
2.632815465648021,1.0,0.125,1.0,0.5,0.0
2.6572011053245053,1.0,0.125,1.0,0.5,0.0
2.681812609453015,1.0,0.125,1.0,0.5,0.0
2.7066520700332415,1.0,0.125,1.0,0.5,0.0
2.7317215984413767,1.0,0.125,1.0,0.5,0.0
2.7570233256095835,1.0,0.125,1.0,0.5,0.0
2.7825594022071245,1.0,0.125,1.0,0.5,0.0
2.8083319988231716,1.0,0.125,1.0,0.5,0.0
2.8343433061513092,1.0,0.125,1.0,0.5,0.0
2.8605955351757424,1.0,0.125,1.0,0.5,0.0
2.887090917359236,1.0,0.125,1.0,0.5,0.0
2.9138317048327873,1.0,0.125,1.0,0.5,0.0
2.940820170587063,1.0,0.125,1.0,0.625,0.0
2.9680586086656024,1.0,0.125,1.0,0.75,0.0
2.9955493343598136,1.0,0.125,1.0,0.75,0.0
3.0232946844057773,1.0,0.125,1.0,0.75,0.0
3.0512970171828697,1.0,0.125,1.0,0.75,0.0
3.079558712914226,1.0,0.125,1.0,0.75,0.0
3.108082173869064,1.0,0.125,1.0,0.75,0.0
3.1368698245668774,1.0,0.125,1.0,0.75,0.0
3.1659241119835224,1.0,0.125,1.0,0.75,0.0
3.195247505759212,1.0,0.125,1.0,0.75,0.0
3.2248424984084414,1.0,0.125,1.0,0.75,0.0
3.254711605531848,1.0,0.125,1.0,0.75,0.0
3.2848573660300446,1.0,0.125,1.0,0.75,0.0
3.315282342319425,1.0,0.125,1.0,0.75,0.0
3.345989120549973,1.0,0.125,1.0,0.75,0.125
3.3769803108250906,1.0,0.125,1.0,0.75,0.125
3.408258547423452,1.0,0.125,1.0,0.75,0.125
3.4398264890229253,1.0,0.125,1.0,0.75,0.125
3.4716868189265613,1.0,0.125,1.0,0.875,0.125
3.503842245290674,1.0,0.125,1.0,1.0,0.125
3.536295501355042,1.0,0.125,1.0,1.0,0.125
3.5690493456752295,1.0,0.125,1.0,1.0,0.125
3.6021065623570707,1.0,0.125,1.0,1.0,0.125
3.6354699612933197,1.0,0.125,1.0,1.0,0.125
3.669142378402493,1.0,0.125,1.0,1.0,0.125
3.703126675869926,1.0,0.125,1.0,1.0,0.125
3.737425742391064,1.0,0.125,1.0,1.0,0.125
3.7720424934169983,1.0,0.125,1.0,1.0,0.125
3.806979871402286,1.0,0.125,1.0,1.0,0.125
3.84224084605506,1.0,0.125,1.0,1.0,0.125
3.877828414589456,1.0,0.125,1.0,1.0,0.125
3.913745601980384,1.0,0.125,1.0,1.0,0.125
3.949995461220644,1.0,0.125,1.0,1.0,0.125
3.9865810735804406,1.0,0.125,1.0,1.0,0.125
4.023505548869292,1.0,0.125,1.0,1.0,0.125
4.060772025700365,1.0,0.125,1.0,1.0,0.125
4.0983836717572615,1.0,0.125,1.0,1.0,0.25
4.136343684063275,1.0,0.125,1.0,1.0,0.25
4.174655289253137,1.0,0.125,1.0,1.0,0.25
4.213321743847288,1.0,0.125,1.0,1.0,0.25
4.252346334528682,1.0,0.125,1.0,1.0,0.25
4.291732378422157,1.0,0.125,1.0,1.0,0.25
4.3314832233764,1.0,0.125,1.0,1.0,0.25
4.371602248248505,1.0,0.125,1.0,1.0,0.25
4.412092863191189,1.0,0.125,1.0,1.0,0.25
4.452958509942655,1.0,0.125,1.0,1.0,0.25
4.494202662119142,1.0,0.125,1.0,1.0,0.25
4.535828825510188,1.0,0.125,1.0,1.0,0.25
4.577840538376619,1.0,0.125,1.0,1.0,0.25
4.6202413717513116,1.0,0.125,1.0,1.0,0.25
4.663034929742731,1.0,0.125,1.0,1.0,0.25
4.7062248498412815,1.0,0.125,1.0,1.0,0.25
4.749814803228501,1.0,0.125,1.0,1.0,0.25
4.79380849508911,1.0,0.125,1.0,1.0,0.25
4.838209664925956,1.0,0.125,1.0,1.0,0.25
4.8830220868778795,1.0,0.125,1.0,1.0,0.25
4.9282495700405144,1.0,0.125,1.0,1.0,0.25
4.973895958790064,1.0,0.125,1.0,1.0,0.25
5.019965133110082,1.0,0.125,1.0,1.0,0.25
5.066461008921268,1.0,0.125,1.0,1.0,0.25
5.113387538414326,1.0,0.125,1.0,1.0,0.25
5.160748710385909,1.0,0.125,1.0,1.0,0.25
5.208548550577661,1.0,0.125,1.0,1.0,0.25
5.256791122018422,1.0,0.125,1.0,1.0,0.25
5.305480525369573,1.0,0.125,1.0,1.0,0.5
5.354620899273607,1.0,0.125,1.0,1.0,0.5
5.404216420705916,1.0,0.125,1.0,1.0,0.5
5.454271305329834,1.0,0.125,1.0,1.0,0.5
5.50478980785497,1.0,0.125,1.0,1.0,0.5
5.555776222398876,1.0,0.125,1.0,1.0,0.625
5.607234882852032,1.0,0.125,1.0,1.0,0.625
5.659170163246244,1.0,0.125,1.0,1.0,0.625
5.711586478126432,1.0,0.125,1.0,1.0,0.625
5.764488282925877,1.0,0.125,1.0,1.0,0.625
5.8178800743449335,1.0,0.125,1.0,1.0,0.625
5.871766390733256,1.0,0.125,1.0,1.0,0.625
5.926151812475554,1.0,0.125,1.0,1.0,0.625
5.981040962380941,1.0,0.125,1.0,1.0,0.625
6.036438506075867,1.0,0.125,1.0,1.0,0.625
6.09234915240071,1.0,0.125,1.0,1.0,0.625
6.148777653810023,1.0,0.125,1.0,1.0,0.625
6.205728806776502,1.0,0.125,1.0,1.0,0.625
6.263207452198689,1.0,0.125,1.0,1.0,0.625
6.321218475812452,1.0,0.125,1.0,1.0,0.625
6.379766808606281,1.0,0.125,1.0,1.0,0.625
6.4388574272404195,1.0,0.125,1.0,1.0,0.625
6.49849535446989,1.0,0.125,1.0,1.0,0.625
6.558685659571432,1.0,0.125,1.0,1.0,0.625
6.619433458774393,1.0,0.125,1.0,1.0,0.625
6.680743915695613,1.0,0.125,1.0,1.0,0.625
6.742622241778342,1.0,0.125,1.0,1.0,0.625
6.805073696735208,1.0,0.125,1.0,1.0,0.625
6.868103588995304,1.0,0.125,1.0,1.0,0.75
6.931717276155405,1.0,0.125,1.0,1.0,0.75
6.995920165435373,1.0,0.125,1.0,1.0,0.75
7.060717714137772,1.0,0.125,1.0,1.0,0.75
7.1261154301117475,1.0,0.125,1.0,1.0,0.75
7.192118872221189,1.0,0.125,1.0,1.0,0.75
7.258733650817251,1.0,0.125,1.0,1.0,0.75
7.3259654282152304,1.0,0.125,1.0,1.0,0.75
7.393819919175866,1.0,0.125,1.0,1.0,0.75
7.46230289139111,1.0,0.125,1.0,1.0,0.75
7.531420165974372,1.0,0.125,1.0,1.0,0.75
7.6011776179553285,1.0,0.125,1.0,1.0,0.75
7.671581176779302,1.0,0.125,1.0,1.0,0.75
7.742636826811269,1.0,0.125,1.0,1.0,0.75
7.814350607844544,1.0,0.125,1.0,1.0,0.75
7.886728615614151,1.0,0.125,1.0,1.0,0.75
7.959777002314984,1.0,0.125,1.0,1.0,0.75
8.033501977124734,1.0,0.125,1.0,1.0,0.75
8.107909806731687,1.0,0.125,1.0,1.0,0.75
8.183006815867392,1.0,0.125,1.0,1.0,0.75
8.258799387844268,1.0,0.125,1.0,1.0,0.75
8.335293965098193,1.0,0.125,1.0,1.0,0.75
8.412497049736118,1.0,0.125,1.0,1.0,0.75
8.490415204088746,1.0,0.125,1.0,1.0,0.75
8.56905505126835,1.0,0.125,1.0,1.0,0.75
8.648423275731721,1.0,0.125,1.0,1.0,0.75
8.728526623848378,1.0,0.125,1.0,1.0,0.75
8.809371904473991,1.0,0.125,1.0,1.0,0.75
8.89096598952916,1.0,0.125,1.0,1.0,0.75
8.973315814583522,1.0,0.125,1.0,1.0,0.75
9.05642837944529,1.0,0.125,1.0,1.0,0.75
9.14031074875623,1.0,0.125,1.0,1.0,0.75
9.224970052592175,1.0,0.125,1.0,1.0,0.75
9.310413487069077,1.0,0.125,1.0,1.0,0.75
9.396648314954692,1.0,0.125,1.0,1.0,0.75
9.483681866285922,1.0,0.125,1.0,1.0,0.75
9.571521538991863,1.0,0.125,1.0,1.0,0.75
9.660174799522645,1.0,0.125,1.0,1.0,0.75
9.749649183484088,1.0,0.125,1.0,1.0,0.75
9.83995229627823,1.0,0.125,1.0,1.0,0.75
9.931091813749795,1.0,0.125,1.0,1.0,0.75
10.023075482838655,1.0,0.125,1.0,1.0,0.75
10.115911122238296,1.0,0.125,1.0,1.0,0.75
10.209606623060465,1.0,0.125,1.0,1.0,0.75
10.30416994950588,1.0,0.125,1.0,1.0,0.75
10.399609139541198,1.0,0.125,1.0,1.0,0.75
10.495932305582278,1.0,0.125,1.0,1.0,0.75
10.5931476351837,1.0,0.125,1.0,1.0,0.75
10.691263391734761,1.0,0.125,1.0,1.0,0.75
10.79028791516184,1.0,0.125,1.0,1.0,0.75
10.8902296226373,1.0,0.125,1.0,1.0,0.75
10.991097009294972,1.0,0.125,1.0,1.0,0.75
11.092898648952227,1.0,0.125,1.0,1.0,0.75
11.195643194838782,1.0,0.125,1.0,1.0,0.75
11.299339380332222,1.0,0.125,1.0,1.0,0.75
11.403996019700324,1.0,0.125,1.0,1.0,0.75
11.509622008850323,1.0,0.125,1.0,1.0,0.75
11.616226326085018,1.0,0.125,1.0,1.0,0.75
11.723818032865985,1.0,0.125,1.0,1.0,0.75
11.832406274583786,1.0,0.125,1.0,1.0,0.75
11.942000281335318,1.0,0.125,1.0,1.0,0.75
12.052609368708426,1.0,0.125,1.0,1.0,0.75
12.164242938573679,1.0,0.125,1.0,1.0,0.75
12.276910479883592,1.0,0.125,1.0,1.0,0.75
12.390621569479162,1.0,0.125,1.0,1.0,0.75
12.505385872903908,1.0,0.125,1.0,1.0,0.75
12.621213145225473,1.0,0.125,1.0,1.0,0.75
12.738113231864785,1.0,0.125,1.0,1.0,0.75
12.856096069432958,1.0,0.125,1.0,1.0,0.75
12.975171686575875,1.0,0.125,1.0,1.0,0.75
13.09535020482667,1.0,0.125,1.0,1.0,0.75
13.216641839466051,1.0,0.125,1.0,1.0,0.75
13.339056900390586,1.0,0.125,1.0,1.0,0.75
13.462605792989104,1.0,0.125,1.0,1.0,0.75
13.587299019027098,1.0,0.125,1.0,1.0,0.75
13.71314717753945,1.0,0.125,1.0,1.0,0.75
13.840160965731316,1.0,0.125,1.0,1.0,0.75
13.968351179887398,1.0,0.125,1.0,1.0,0.75
14.09772871628967,1.0,0.125,1.0,1.0,0.75
14.228304572143527,1.0,0.125,1.0,1.0,0.75
14.360089846512599,1.0,0.125,1.0,1.0,0.75
14.493095741262167,1.0,0.125,1.0,1.0,0.75
14.627333562011298,1.0,0.125,1.0,1.0,0.75
14.762814719093903,1.0,0.125,1.0,1.0,0.75
14.899550728528544,1.0,0.125,1.0,1.0,0.75
15.037553212997377,1.0,0.125,1.0,1.0,0.75
15.176833902834053,1.0,0.125,1.0,1.0,0.75
15.317404637020799,1.0,0.125,1.0,1.0,0.75
15.459277364194778,1.0,0.125,1.0,1.0,0.75
15.602464143663687,1.0,0.125,1.0,1.0,0.75
15.74697714643086,1.0,0.125,1.0,1.0,0.75
15.89282865622978,1.0,0.125,1.0,1.0,0.75
16.040031070568197,1.0,0.125,1.0,1.0,0.75
16.188596901781985,1.0,0.125,1.0,1.0,0.75
16.338538778098613,1.0,0.125,1.0,1.0,0.75
16.48986944471065,1.0,0.125,1.0,1.0,0.75
16.642601764859037,1.0,0.125,1.0,1.0,0.75
16.79674872092653,1.0,0.125,1.0,1.0,0.75
16.952323415541205,1.0,0.125,1.0,1.0,0.75
17.109339072690144,1.0,0.125,1.0,1.0,0.75
17.26780903884356,1.0,0.125,1.0,1.0,0.75
17.42774678408919,1.0,0.125,1.0,1.0,0.75
17.589165903277326,1.0,0.125,1.0,1.0,0.75
17.75208011717635,1.0,0.125,1.0,1.0,0.75
17.916503273639005,1.0,0.125,1.0,1.0,0.75
18.082449348779516,1.0,0.125,1.0,1.0,0.75
18.249932448161523,1.0,0.125,1.0,1.0,0.75
18.41896680799711,1.0,0.125,1.0,1.0,0.75
18.589566796356873,1.0,0.125,1.0,1.0,0.75
18.761746914391203,1.0,0.125,1.0,1.0,0.75
18.935521797562952,1.0,0.125,1.0,1.0,0.75
19.11090621689138,1.0,0.125,1.0,1.0,0.75
19.287915080207778,1.0,0.125,1.0,1.0,0.75
19.46656343342262,1.0,0.125,1.0,1.0,0.75
19.646866461804454,1.0,0.125,1.0,1.0,0.75
19.828839491270713,1.0,0.125,1.0,1.0,0.75
20.01249798969037,1.0,0.125,1.0,1.0,0.75
20.197857568198785,1.0,0.125,1.0,1.0,0.75
20.384933982524633,1.0,0.125,1.0,1.0,0.75
20.573743134329128,1.0,0.125,1.0,1.0,0.75
20.764301072557746,1.0,0.125,1.0,1.0,0.75
20.95662399480433,1.0,0.125,1.0,1.0,0.75
21.150728248687948,1.0,0.125,1.0,1.0,0.75
21.346630333242445,1.0,0.125,1.0,1.0,0.75
21.544346900318832,1.0,0.125,1.0,1.0,0.75
21.7438947560008,1.0,0.125,1.0,1.0,0.75
21.945290862033136,1.0,0.125,1.0,1.0,0.75
22.14855233726359,1.0,0.125,1.0,1.0,0.75
22.353696459097954,1.0,0.125,1.0,1.0,0.75
22.560740664968602,1.0,0.125,1.0,1.0,0.75
22.7697025538168,1.0,0.125,1.0,1.0,0.75
22.98059988758851,1.0,0.125,1.0,1.0,0.75
23.193450592744288,1.0,0.125,1.0,1.0,0.75
23.408272761782932,1.0,0.125,1.0,1.0,0.75
23.625084654779464,1.0,0.125,1.0,1.0,0.75
23.843904700937205,1.0,0.125,1.0,1.0,0.75
24.06475150015424,1.0,0.125,1.0,1.0,0.75
24.287643824604515,1.0,0.125,1.0,1.0,0.75
24.512600620333384,1.0,0.125,1.0,1.0,0.75
24.73964100886813,1.0,0.125,1.0,1.0,0.75
24.968784288843267,1.0,0.125,1.0,1.0,0.75
25.20004993764092,1.0,0.125,1.0,1.0,0.75
25.433457613046496,1.0,0.125,1.0,1.0,0.75
25.669027154919505,1.0,0.125,1.0,1.0,0.75
25.906778586880076,1.0,0.125,1.0,1.0,0.75
26.14673211801092,1.0,0.125,1.0,1.0,0.75
26.388908144575105,1.0,0.125,1.0,1.0,0.75
26.633327251749822,1.0,0.125,1.0,1.0,0.75
26.88001021537606,1.0,0.125,1.0,1.0,0.75
27.128978003724658,1.0,0.125,1.0,1.0,0.75
27.380251779278577,1.0,0.125,1.0,1.0,0.75
27.6338529005317,1.0,0.125,1.0,1.0,0.75
27.88980292380441,1.0,0.125,1.0,1.0,0.75
28.1481236050758,1.0,0.125,1.0,1.0,0.75
28.408836901833027,1.0,0.125,1.0,1.0,0.75
28.671964974937698,1.0,0.125,1.0,1.0,0.75
28.937530190509502,1.0,0.125,1.0,1.0,0.75
29.205555121827466,1.0,0.125,1.0,1.0,0.75
29.47606255124857,1.0,0.125,1.0,1.0,0.75
29.749075472144405,1.0,0.125,1.0,1.0,0.75
30.024617090855493,1.0,0.125,1.0,1.0,0.75
30.30271082866396,1.0,0.125,1.0,1.0,0.75
30.583380323784333,1.0,0.125,1.0,1.0,0.75
30.86664943337273,1.0,0.125,1.0,1.0,0.75
31.15254223555488,1.0,0.125,1.0,1.0,0.75
31.441083031472647,1.0,0.125,1.0,1.0,0.75
31.732296347349763,1.0,0.125,1.0,1.0,0.75
32.026206936576514,1.0,0.125,1.0,1.0,0.75
32.32283978181379,1.0,0.125,1.0,1.0,0.75
32.622220097116696,1.0,0.125,1.0,1.0,0.75
32.924373330077685,1.0,0.125,1.0,1.0,0.75
33.229325163989714,1.0,0.125,1.0,1.0,0.75
33.5371015200293,1.0,0.125,1.0,1.0,0.75
33.84772855945981,1.0,0.125,1.0,1.0,0.75
34.16123268585528,1.0,0.125,1.0,1.0,0.75
34.47764054734464,1.0,0.125,1.0,1.0,0.75
34.79697903887691,1.0,0.125,1.0,1.0,0.75
35.1192753045073,1.0,0.125,1.0,1.0,0.75
35.44455673970434,1.0,0.125,1.0,1.0,0.75
35.77285099367874,1.0,0.125,1.0,1.0,0.75
36.10418597173337,1.0,0.125,1.0,1.0,0.75
36.43858983763544,1.0,0.125,1.0,1.0,0.75
36.77609101601033,1.0,0.125,1.0,1.0,0.75
37.11671819475765,1.0,0.125,1.0,1.0,0.75
37.46050032748993,1.0,0.125,1.0,1.0,0.75
37.80746663599349,1.0,0.125,1.0,1.0,0.75
38.15764661271248,1.0,0.125,1.0,1.0,0.75
38.511070023255705,1.0,0.125,1.0,1.0,0.75
38.867766908926654,1.0,0.125,1.0,1.0,0.75
39.22776758927719,1.0,0.125,1.0,1.0,0.75
39.591102664684584,1.0,0.125,1.0,1.0,0.75
39.957803018952696,1.0,0.125,1.0,1.0,0.75
40.32789982193707,1.0,0.125,1.0,1.0,0.75
40.701424532194366,1.0,0.125,1.0,1.0,0.75
41.078408899656466,1.0,0.125,1.0,1.0,0.75
41.45888496832911,1.0,0.125,1.0,1.0,0.75
41.84288507901582,1.0,0.125,1.0,1.0,0.75
42.23044187206674,1.0,0.125,1.0,1.0,0.75
42.62158829015323,1.0,0.125,1.0,1.0,0.75
43.01635758106795,1.0,0.125,1.0,1.0,0.75
43.41478330055092,1.0,0.125,1.0,1.0,0.75
43.816899315141924,1.0,0.125,1.0,1.0,0.75
44.22273980505899,1.0,0.125,1.0,1.0,0.75
44.63233926710395,1.0,0.125,1.0,1.0,0.75
45.04573251759459,1.0,0.125,1.0,1.0,0.75
45.462954695323994,1.0,0.125,1.0,1.0,0.75
45.88404126454759,1.0,0.125,1.0,1.0,0.75
46.30902801799739,1.0,0.125,1.0,1.0,0.75
46.73795107992461,1.0,0.125,1.0,1.0,0.75
47.17084690917017,1.0,0.125,1.0,1.0,0.75
47.607752302263684,1.0,0.125,1.0,1.0,0.75
48.048704396551315,1.0,0.125,1.0,1.0,0.75
48.493740673352356,1.0,0.125,1.0,1.0,0.75
48.94289896114529,1.0,0.125,1.0,1.0,0.75
49.396217438783204,1.0,0.125,1.0,1.0,0.75
49.853734638738935,1.0,0.125,1.0,1.0,0.75
50.31548945038054,1.0,0.125,1.0,1.0,0.75
50.78152112327673,1.0,0.125,1.0,1.0,0.75
51.2518692705333,1.0,0.125,1.0,1.0,0.75
51.72657387216019,1.0,0.125,1.0,1.0,0.75
52.205675278469755,1.0,0.125,1.0,1.0,0.75
52.689214213506744,1.0,0.125,1.0,1.0,0.75
53.17723177850969,1.0,0.125,1.0,1.0,0.75
53.66976945540476,1.0,0.125,1.0,1.0,0.75
54.16686911033152,1.0,0.125,1.0,1.0,0.75
54.66857299720181,1.0,0.125,1.0,1.0,0.75
55.17492376129126,1.0,0.125,1.0,1.0,0.75
55.68596444286411,1.0,0.125,1.0,1.0,0.75
56.20173848083188,1.0,0.125,1.0,1.0,0.75
56.72228971644544,1.0,0.125,1.0,1.0,0.75
57.247662397021784,1.0,0.125,1.0,1.0,0.75
57.77790117970504,1.0,0.125,1.0,1.0,0.75
58.313051135262214,1.0,0.125,1.0,1.0,0.75
58.8531577519145,1.0,0.125,1.0,1.0,0.75
59.398266939203566,1.0,0.125,1.0,1.0,0.75
59.94842503189409,1.0,0.125,1.0,1.0,0.75
60.503678793912215,1.0,0.125,1.0,1.0,0.75
61.06407542232039,1.0,0.125,1.0,1.0,0.75
61.629662551329425,1.0,0.125,1.0,1.0,0.75
62.200488256347114,1.0,0.125,1.0,1.0,0.75
62.776601058065,1.0,0.125,1.0,1.0,0.75
63.35804992658251,1.0,0.125,1.0,1.0,0.75
63.9448842855694,1.0,0.125,1.0,1.0,0.75
64.53715401646701,1.0,0.125,1.0,1.0,0.75
65.13490946272803,1.0,0.125,1.0,1.0,0.75
65.73820143409586,1.0,0.125,1.0,1.0,0.75
66.34708121092348,1.0,0.125,1.0,1.0,0.75
66.96160054853219,1.0,0.125,1.0,1.0,0.75
67.5818116816111,1.0,0.125,1.0,1.0,0.75
68.20776732865686,1.0,0.125,1.0,1.0,0.75
68.83952069645497,1.0,0.125,1.0,1.0,0.75
69.47712548460237,1.0,0.125,1.0,1.0,0.75
70.12063589007181,1.0,0.125,1.0,1.0,0.75
70.77010661181889,1.0,0.125,1.0,1.0,0.75
71.42559285543126,1.0,0.125,1.0,1.0,0.75
72.08715033782136,1.0,0.125,1.0,1.0,0.75
72.7548352919623,1.0,0.125,1.0,1.0,0.75
73.42870447166761,1.0,0.125,1.0,1.0,0.75
74.1088151564157,1.0,0.125,1.0,1.0,0.75
74.79522515621821,1.0,0.125,1.0,1.0,0.75
75.48799281653434,1.0,0.125,1.0,1.0,0.75
76.18717702322995,1.0,0.125,1.0,1.0,0.75
76.8928372075831,1.0,0.125,1.0,1.0,0.75
77.6050333513357,1.0,0.125,1.0,1.0,0.75
78.32382599179196,1.0,0.125,1.0,1.0,0.75
79.04927622696424,1.0,0.125,1.0,1.0,0.75
79.78144572076624,1.0,0.125,1.0,1.0,0.75
80.52039670825474,1.0,0.125,1.0,1.0,0.75
81.26619200091946,1.0,0.125,1.0,1.0,0.75
82.01889499202203,1.0,0.125,1.0,1.0,0.75
82.77856966198476,1.0,0.125,1.0,1.0,0.75
83.54528058382867,1.0,0.125,1.0,1.0,0.75
84.31909292866256,1.0,0.125,1.0,1.0,0.75
85.10007247122246,1.0,0.125,1.0,1.0,0.75
85.88828559546249,1.0,0.125,1.0,1.0,0.75
86.68379930019779,1.0,0.125,1.0,1.0,0.75
87.4866812047991,1.0,0.125,1.0,1.0,0.75
88.29699955494087,1.0,0.125,1.0,1.0,0.75
89.11482322840202,1.0,0.125,1.0,1.0,0.75
89.94022174092044,1.0,0.125,1.0,1.0,0.75
90.77326525210228,1.0,0.125,1.0,1.0,0.75
91.61402457138516,1.0,0.125,1.0,1.0,0.75
92.46257116405738,1.0,0.125,1.0,1.0,0.75
93.31897715733238,1.0,0.125,1.0,1.0,0.75
94.18331534647952,1.0,0.125,1.0,1.0,0.75
