tau,clarabel,ecos,gurobi,mosek,qoco
0.000583937500234816,0.058,0.0,0.0,0.0,0.094
0.0005911145802729612,0.058,0.0,0.0,0.0,0.1
0.0005983798726246729,0.058,0.0,0.0,0.0,0.108
0.0006057344614930286,0.058,0.0,0.0,0.0,0.11
0.000613179444406868,0.058,0.0,0.0,0.0,0.111
0.0006207159323845776,0.058,0.0,0.0,0.0,0.113
0.000628345050099889,0.058,0.0,0.0,0.0,0.114
0.0006360679360497138,0.058,0.0,0.0,0.0,0.119
0.0006438857427240426,0.059,0.0,0.0,0.0,0.129
0.0006517996367779308,0.059,0.0,0.0,0.0,0.139
0.0006598107992056017,0.06,0.0,0.0,0.0,0.141
0.0006679204255166827,0.06,0.0,0.0,0.0,0.141
0.0006761297259146143,0.06,0.0,0.0,0.0,0.142
0.0006844399254772507,0.061,0.0,0.0,0.0,0.143
0.0006928522643396752,0.061,0.001,0.0,0.0,0.144
0.0007013679978792687,0.061,0.001,0.0,0.0,0.147
0.0007099883969030495,0.061,0.001,0.0,0.0,0.152
0.0007187147478373164,0.062,0.001,0.0,0.0,0.154
0.0007275483529196233,0.062,0.001,0.0,0.0,0.155
0.0007364905303931116,0.064,0.001,0.0,0.0,0.156
0.0007455426147032335,0.065,0.001,0.0,0.0,0.156
0.0007547059566968911,0.065,0.002,0.0,0.0,0.157
0.0007639819238240237,0.065,0.002,0.0,0.0,0.157
0.0007733719003416755,0.065,0.002,0.0,0.0,0.157
0.0007828772875205647,0.066,0.004,0.0,0.0,0.157
0.0007924995038541984,0.066,0.009,0.0,0.0,0.157
0.0008022399852705567,0.068,0.009,0.0,0.0,0.158
0.0008121001853463729,0.073,0.009,0.0,0.0,0.158
0.0008220815755240541,0.075,0.011,0.0,0.0,0.159
0.0008321856453312647,0.078,0.013,0.0,0.0,0.159
0.0008424139026032095,0.082,0.014,0.0,0.0,0.159
0.0008527678737076483,0.083,0.014,0.0,0.0,0.159
0.0008632491037726768,0.088,0.015,0.0,0.0,0.159
0.0008738591569173065,0.091,0.015,0.0,0.0,0.159
0.0008845996164848793,0.096,0.016,0.0,0.0,0.16
0.0008954720852793497,0.098,0.017,0.0,0.0,0.16
0.0009064781858044748,0.102,0.018,0.0,0.0,0.16
0.0009176195605059373,0.103,0.02,0.0,0.0,0.16
0.0009288978720164498,0.104,0.022,0.0,0.0,0.16
0.0009403148034038738,0.106,0.022,0.0,0.0,0.161
0.0009518720584223793,0.11,0.023,0.0,0.0,0.162
0.0009635713617667001,0.11,0.024,0.0,0.0,0.162
