tau,qcos,osqp,clarabel,piqp,scs
1.0,0.05263157894736842,0.3458646616541353,0.022556390977443608,0.556390977443609,0.022556390977443608
1.0092621909870476,0.05263157894736842,0.3458646616541353,0.022556390977443608,0.556390977443609,0.022556390977443608
1.0186101701559758,0.05263157894736842,0.3458646616541353,0.03007518796992481,0.5639097744360902,0.022556390977443608
1.0280447320933093,0.05263157894736842,0.3458646616541353,0.03007518796992481,0.5789473684210527,0.022556390977443608
1.0375666787451858,0.05263157894736842,0.3458646616541353,0.03759398496240601,0.5789473684210527,0.022556390977443608
1.0471768194855202,0.05263157894736842,0.3458646616541353,0.03759398496240601,0.5864661654135338,0.022556390977443608
1.0568759711848041,0.05263157894736842,0.3458646616541353,0.03759398496240601,0.6090225563909775,0.022556390977443608
1.0666649582795393,0.05263157894736842,0.3458646616541353,0.03759398496240601,0.6090225563909775,0.022556390977443608
1.0765446128423155,0.05263157894736842,0.3609022556390977,0.045112781954887216,0.6165413533834586,0.022556390977443608
1.0865157746525382,0.05263157894736842,0.3609022556390977,0.045112781954887216,0.631578947368421,0.022556390977443608
1.0965792912678098,0.05263157894736842,0.3684210526315789,0.045112781954887216,0.631578947368421,0.022556390977443608
1.1067360180959736,0.06015037593984962,0.3684210526315789,0.045112781954887216,0.631578947368421,0.022556390977443608
1.116986818467823,0.06015037593984962,0.3684210526315789,0.045112781954887216,0.631578947368421,0.022556390977443608
1.1273325637104867,0.06015037593984962,0.37593984962406013,0.05263157894736842,0.631578947368421,0.022556390977443608
1.1377741332214912,0.06015037593984962,0.37593984962406013,0.06015037593984962,0.631578947368421,0.03007518796992481
1.148312414543511,0.06015037593984962,0.37593984962406013,0.06015037593984962,0.631578947368421,0.03759398496240601
1.158948303439811,0.06015037593984962,0.37593984962406013,0.06015037593984962,0.6466165413533834,0.045112781954887216
1.1696827039703852,0.06015037593984962,0.37593984962406013,0.06015037593984962,0.6541353383458647,0.045112781954887216
1.180516528568805,0.06015037593984962,0.37593984962406013,0.06015037593984962,0.6541353383458647,0.045112781954887216
1.1914506981197759,0.06766917293233082,0.38345864661654133,0.06015037593984962,0.6541353383458647,0.045112781954887216
1.2024861420374122,0.06766917293233082,0.38345864661654133,0.06015037593984962,0.6541353383458647,0.045112781954887216
1.2136237983442408,0.06766917293233082,0.38345864661654133,0.06766917293233082,0.6616541353383458,0.05263157894736842
1.2248646137509314,0.06766917293233082,0.38345864661654133,0.07518796992481203,0.6691729323308271,0.05263157894736842
1.2362095437367686,0.06766917293233082,0.38345864661654133,0.07518796992481203,0.6691729323308271,0.05263157894736842
1.2476595526308696,0.06766917293233082,0.38345864661654133,0.07518796992481203,0.6766917293233082,0.05263157894736842
1.259215613694151,0.06766917293233082,0.38345864661654133,0.07518796992481203,0.6766917293233082,0.05263157894736842
1.2708787092020586,0.06766917293233082,0.38345864661654133,0.07518796992481203,0.6766917293233082,0.05263157894736842
1.2826498305280605,0.06766917293233082,0.38345864661654133,0.07518796992481203,0.6766917293233082,0.05263157894736842
1.2945299782279156,0.06766917293233082,0.38345864661654133,0.08270676691729323,0.6842105263157895,0.05263157894736842
1.306520162124721,0.06766917293233082,0.38345864661654133,0.08270676691729323,0.6842105263157895,0.05263157894736842
1.3186214013947486,0.06766917293233082,0.38345864661654133,0.10526315789473684,0.6842105263157895,0.05263157894736842
1.330834724654075,0.07518796992481203,0.38345864661654133,0.10526315789473684,0.6917293233082706,0.05263157894736842
1.343161170046016,0.08270676691729323,0.38345864661654133,0.10526315789473684,0.6917293233082706,0.06766917293233082
1.3556017853293685,0.08270676691729323,0.38345864661654133,0.11278195488721804,0.6917293233082706,0.06766917293233082
1.3681576279674716,0.08270676691729323,0.38345864661654133,0.11278195488721804,0.6992481203007519,0.07518796992481203
1.3808297652180925,0.08270676691729323,0.38345864661654133,0.11278195488721804,0.706766917293233,0.07518796992481203
1.3936192742241424,0.09022556390977443,0.38345864661654133,0.12781954887218044,0.706766917293233,0.07518796992481203
1.406527242105237,0.10526315789473684,0.38345864661654133,0.12781954887218044,0.7142857142857143,0.07518796992481203
1.4195547660501011,0.11278195488721804,0.39097744360902253,0.12781954887218044,0.7142857142857143,0.08270676691729323
1.4327029534098308,0.11278195488721804,0.39849624060150374,0.12781954887218044,0.7142857142857143,0.08270676691729323
1.4459729217920199,0.12030075187969924,0.39849624060150374,0.12781954887218044,0.7218045112781954,0.08270676691729323
1.4593657991557567,0.12781954887218044,0.39849624060150374,0.12781954887218044,0.7218045112781954,0.08270676691729323
1.4728827239075026,0.12781954887218044,0.40601503759398494,0.13533834586466165,0.7218045112781954,0.08270676691729323
1.4865248449978568,0.13533834586466165,0.40601503759398494,0.14285714285714285,0.7218045112781954,0.08270676691729323
1.500293322019218,0.13533834586466165,0.40601503759398494,0.14285714285714285,0.7218045112781954,0.08270676691729323
1.5141893253043521,0.14285714285714285,0.40601503759398494,0.14285714285714285,0.7293233082706767,0.09022556390977443
1.5282140360258698,0.14285714285714285,0.40601503759398494,0.15037593984962405,0.7293233082706767,0.09022556390977443
1.5423686462966282,0.15037593984962405,0.40601503759398494,0.15037593984962405,0.7293233082706767,0.09022556390977443
1.5566543592710615,0.15789473684210525,0.41353383458646614,0.15789473684210525,0.7293233082706767,0.09022556390977443
1.5710723892474503,0.15789473684210525,0.41353383458646614,0.16541353383458646,0.7293233082706767,0.10526315789473684
1.5856239617711374,0.15789473684210525,0.41353383458646614,0.17293233082706766,0.7293233082706767,0.11278195488721804
1.6003103137387007,0.15789473684210525,0.41353383458646614,0.17293233082706766,0.7368421052631579,0.11278195488721804
1.6151326935030905,0.15789473684210525,0.41353383458646614,0.18045112781954886,0.7368421052631579,0.11278195488721804
1.6300923609797406,0.16541353383458646,0.42857142857142855,0.18045112781954886,0.7368421052631579,0.11278195488721804
1.6451905877536623,0.17293233082706766,0.42857142857142855,0.18045112781954886,0.7368421052631579,0.11278195488721804
1.66042865718753,0.18796992481203006,0.43609022556390975,0.18045112781954886,0.7518796992481203,0.11278195488721804
1.6758078645307677,0.18796992481203006,0.43609022556390975,0.18045112781954886,0.7518796992481203,0.12030075187969924
1.691329517029648,0.18796992481203006,0.43609022556390975,0.18796992481203006,0.7518796992481203,0.12030075187969924
1.7069949340384074,0.18796992481203006,0.43609022556390975,0.19548872180451127,0.7518796992481203,0.12030075187969924
1.722805447131394,0.18796992481203006,0.43609022556390975,0.19548872180451127,0.7518796992481203,0.12030075187969924
1.7387624002162507,0.18796992481203006,0.43609022556390975,0.19548872180451127,0.7518796992481203,0.12030075187969924
1.754867149648151,0.18796992481203006,0.43609022556390975,0.20300751879699247,0.7593984962406015,0.12781954887218044
1.7711210643450879,0.18796992481203006,0.43609022556390975,0.21052631578947367,0.7593984962406015,0.13533834586466165
1.787525525904235,0.18796992481203006,0.43609022556390975,0.21804511278195488,0.7593984962406015,0.13533834586466165
1.8040819287193828,0.18796992481203006,0.43609022556390975,0.21804511278195488,0.7593984962406015,0.13533834586466165
1.8207916800994628,0.19548872180451127,0.43609022556390975,0.22556390977443608,0.7593984962406015,0.13533834586466165
1.8376562003881711,0.20300751879699247,0.43609022556390975,0.22556390977443608,0.7593984962406015,0.13533834586466165
1.8546769230846987,0.21052631578947367,0.43609022556390975,0.23308270676691728,0.7593984962406015,0.13533834586466165
1.8718552949655787,0.21052631578947367,0.43609022556390975,0.24060150375939848,0.7669172932330827,0.13533834586466165
1.8891927762076663,0.21804511278195488,0.43609022556390975,0.24060150375939848,0.7669172932330827,0.13533834586466165
