tau,qcos,osqp,clarabel,piqp
1.0,0.39849624060150374,0.12030075187969924,0.38345864661654133,0.43609022556390975
1.0092621909870476,0.39849624060150374,0.12030075187969924,0.38345864661654133,0.43609022556390975
1.0186101701559758,0.39849624060150374,0.12030075187969924,0.38345864661654133,0.43609022556390975
1.0280447320933093,0.39849624060150374,0.12030075187969924,0.38345864661654133,0.43609022556390975
1.0375666787451858,0.39849624060150374,0.12030075187969924,0.38345864661654133,0.44360902255639095
1.0471768194855202,0.39849624060150374,0.12030075187969924,0.38345864661654133,0.45112781954887216
1.0568759711848041,0.40601503759398494,0.12030075187969924,0.38345864661654133,0.45112781954887216
1.0666649582795393,0.40601503759398494,0.12030075187969924,0.39849624060150374,0.45864661654135336
1.0765446128423155,0.40601503759398494,0.12030075187969924,0.39849624060150374,0.46616541353383456
1.0865157746525382,0.40601503759398494,0.12030075187969924,0.39849624060150374,0.46616541353383456
1.0965792912678098,0.41353383458646614,0.12030075187969924,0.39849624060150374,0.46616541353383456
1.1067360180959736,0.41353383458646614,0.12030075187969924,0.39849624060150374,0.46616541353383456
1.116986818467823,0.41353383458646614,0.12030075187969924,0.39849624060150374,0.47368421052631576
1.1273325637104867,0.41353383458646614,0.12030075187969924,0.39849624060150374,0.48120300751879697
1.1377741332214912,0.41353383458646614,0.12030075187969924,0.39849624060150374,0.48872180451127817
1.148312414543511,0.41353383458646614,0.12030075187969924,0.40601503759398494,0.48872180451127817
1.158948303439811,0.41353383458646614,0.12781954887218044,0.41353383458646614,0.48872180451127817
1.1696827039703852,0.41353383458646614,0.12781954887218044,0.41353383458646614,0.48872180451127817
1.180516528568805,0.41353383458646614,0.12781954887218044,0.42105263157894735,0.5112781954887218
1.1914506981197759,0.41353383458646614,0.12781954887218044,0.42105263157894735,0.518796992481203
1.2024861420374122,0.41353383458646614,0.12781954887218044,0.42105263157894735,0.518796992481203
1.2136237983442408,0.42105263157894735,0.12781954887218044,0.42105263157894735,0.5263157894736842
1.2248646137509314,0.42857142857142855,0.12781954887218044,0.42105263157894735,0.5338345864661654
1.2362095437367686,0.43609022556390975,0.12781954887218044,0.42105263157894735,0.5338345864661654
1.2476595526308696,0.43609022556390975,0.13533834586466165,0.42857142857142855,0.5338345864661654
1.259215613694151,0.43609022556390975,0.13533834586466165,0.43609022556390975,0.5338345864661654
1.2708787092020586,0.43609022556390975,0.13533834586466165,0.45112781954887216,0.5488721804511278
1.2826498305280605,0.44360902255639095,0.13533834586466165,0.45112781954887216,0.556390977443609
1.2945299782279156,0.44360902255639095,0.14285714285714285,0.45112781954887216,0.556390977443609
1.306520162124721,0.45112781954887216,0.14285714285714285,0.45112781954887216,0.556390977443609
1.3186214013947486,0.45864661654135336,0.14285714285714285,0.45112781954887216,0.556390977443609
1.330834724654075,0.45864661654135336,0.14285714285714285,0.45112781954887216,0.556390977443609
1.343161170046016,0.45864661654135336,0.14285714285714285,0.45112781954887216,0.556390977443609
1.3556017853293685,0.46616541353383456,0.15789473684210525,0.45112781954887216,0.556390977443609
1.3681576279674716,0.47368421052631576,0.15789473684210525,0.45112781954887216,0.5639097744360902
1.3808297652180925,0.48120300751879697,0.15789473684210525,0.45112781954887216,0.5639097744360902
1.3936192742241424,0.48120300751879697,0.16541353383458646,0.45864661654135336,0.5639097744360902
1.406527242105237,0.48872180451127817,0.17293233082706766,0.46616541353383456,0.5714285714285714
1.4195547660501011,0.48872180451127817,0.17293233082706766,0.47368421052631576,0.5789473684210527
1.4327029534098308,0.48872180451127817,0.17293233082706766,0.47368421052631576,0.5789473684210527
1.4459729217920199,0.48872180451127817,0.17293233082706766,0.47368421052631576,0.5939849624060151
1.4593657991557567,0.48872180451127817,0.17293233082706766,0.47368421052631576,0.5939849624060151
1.4728827239075026,0.48872180451127817,0.17293233082706766,0.47368421052631576,0.5939849624060151
1.4865248449978568,0.48872180451127817,0.17293233082706766,0.47368421052631576,0.6090225563909775
1.500293322019218,0.48872180451127817,0.17293233082706766,0.48120300751879697,0.6165413533834586
1.5141893253043521,0.48872180451127817,0.17293233082706766,0.48872180451127817,0.6165413533834586
1.5282140360258698,0.49624060150375937,0.18045112781954886,0.48872180451127817,0.6165413533834586
1.5423686462966282,0.49624060150375937,0.18045112781954886,0.48872180451127817,0.6165413533834586
1.5566543592710615,0.49624060150375937,0.18045112781954886,0.48872180451127817,0.6165413533834586
1.5710723892474503,0.49624060150375937,0.18796992481203006,0.48872180451127817,0.6165413533834586
1.5856239617711374,0.49624060150375937,0.19548872180451127,0.48872180451127817,0.6165413533834586
1.6003103137387007,0.5037593984962406,0.19548872180451127,0.48872180451127817,0.631578947368421
1.6151326935030905,0.5037593984962406,0.19548872180451127,0.48872180451127817,0.631578947368421
1.6300923609797406,0.5037593984962406,0.20300751879699247,0.48872180451127817,0.6390977443609023
1.6451905877536623,0.5037593984962406,0.21052631578947367,0.49624060150375937,0.6390977443609023
1.66042865718753,0.5112781954887218,0.21052631578947367,0.49624060150375937,0.6466165413533834
1.6758078645307677,0.5112781954887218,0.21804511278195488,0.49624060150375937,0.6466165413533834
1.691329517029648,0.5112781954887218,0.22556390977443608,0.5037593984962406,0.6466165413533834
1.7069949340384074,0.518796992481203,0.23308270676691728,0.5112781954887218,0.6466165413533834
1.722805447131394,0.518796992481203,0.24060150375939848,0.518796992481203,0.6541353383458647
1.7387624002162507,0.518796992481203,0.24060150375939848,0.518796992481203,0.6541353383458647
1.754867149648151,0.518796992481203,0.24812030075187969,0.518796992481203,0.6616541353383458
1.7711210643450879,0.5263157894736842,0.2556390977443609,0.518796992481203,0.6616541353383458
1.787525525904235,0.5263157894736842,0.2706766917293233,0.518796992481203,0.6616541353383458
1.8040819287193828,0.5263157894736842,0.2706766917293233,0.518796992481203,0.6766917293233082
1.8207916800994628,0.5263157894736842,0.2781954887218045,0.518796992481203,0.6766917293233082
1.8376562003881711,0.5263157894736842,0.2781954887218045,0.518796992481203,0.6766917293233082
1.8546769230846987,0.5338345864661654,0.2857142857142857,0.5263157894736842,0.6842105263157895
1.8718552949655787,0.5338345864661654,0.2932330827067669,0.5263157894736842,0.6842105263157895
1.8891927762076663,0.5338345864661654,0.2932330827067669,0.5263157894736842,0.6842105263157895
1.9066908405122525,0.5338345864661654,0.3007518796992481,0.5263157894736842,0.6842105263157895
1.924350975230331,0.5413533834586466,0.3082706766917293,0.5263157894736842,0.6917293233082706
1.9421746814890257,0.5413533834586466,0.3157894736842105,0.5263157894736842,0.706766917293233
1.9601634743191854,0.5413533834586466,0.3157894736842105,0.5263157894736842,0.706766917293233
1.9783188827841642,0.5413533834586466,0.3233082706766917,0.5263157894736842,0.706766917293233
1.996642450109794,0.5488721804511278,0.3308270676691729,0.5338345864661654,0.706766917293233
2.0151357338155576,0.5488721804511278,0.3383458646616541,0.5338345864661654,0.706766917293233
2.0338003058469813,0.5488721804511278,0.3383458646616541,0.5338345864661654,0.7218045112781954
2.052637752709252,0.5488721804511278,0.3383458646616541,0.5338345864661654,0.7218045112781954
2.071649675602069,0.5488721804511278,0.3533834586466165,0.5338345864661654,0.7293233082706767
2.0908376905557504,0.5488721804511278,0.3533834586466165,0.5338345864661654,0.7368421052631579
2.1102034285685956,0.5488721804511278,0.3609022556390977,0.5413533834586466,0.7368421052631579
2.12974853574552,0.5488721804511278,0.3684210526315789,0.556390977443609,0.7443609022556391
2.14947467343798,0.5488721804511278,0.3684210526315789,0.556390977443609,0.7443609022556391
2.1693835183851844,0.5488721804511278,0.37593984962406013,0.556390977443609,0.7443609022556391
2.1894767628566214,0.5488721804511278,0.37593984962406013,0.556390977443609,0.7443609022556391
2.209756114795902,0.5488721804511278,0.37593984962406013,0.556390977443609,0.7669172932330827
2.2302232979659378,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.2508800520954613,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.2717281330269055,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.2927693128656492,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.314005380130653,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.3354381399064787,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.3570694139967276,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.3789010410788936,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7669172932330827
2.4009348768606524,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7744360902255639
2.4231727942375993,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7819548872180451
2.445616683452446,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7819548872180451
2.468268452255692,0.5488721804511278,0.38345864661654133,0.556390977443609,0.7819548872180451
