,Unnamed: 0,size,status,setup_time,solve_time,run_time,obj
128,group_lasso_N_2_i_8,2022,optimal,0.0,0.0812252620235085,0.0812252620235085,3.049054939518565
129,group_lasso_N_2_i_9,2022,optimal,0.0,0.0819477220065891,0.0819477220065891,3.633080722921224
130,group_lasso_N_2_i_10,2022,optimal,0.0,0.0783867840655148,0.0783867840655148,2.820494794610838
131,group_lasso_N_2_i_11,2022,optimal,0.0,0.0269652460701763,0.0269652460701763,5.557424306163291
132,group_lasso_N_2_i_12,2022,optimal,0.0,0.0181276090443134,0.0181276090443134,4.146235790703657
133,group_lasso_N_2_i_13,2022,optimal,0.0,0.0724086968693882,0.0724086968693882,4.378879810478938
134,group_lasso_N_2_i_14,2022,optimal,0.0,0.0382876850198954,0.0382876850198954,3.2394049445851016
135,group_lasso_N_2_i_15,2022,optimal,0.0,0.0820343480445444,0.0820343480445444,4.17209827716148
136,group_lasso_N_2_i_16,2022,optimal,0.0,0.0742607240099459,0.0742607240099459,3.983393085462256
137,group_lasso_N_2_i_17,2022,optimal,0.0,0.0182097579818218,0.0182097579818218,4.0794092949525735
138,group_lasso_N_2_i_18,2022,optimal,0.0,0.0415081290993839,0.0415081290993839,5.223084545334984
139,group_lasso_N_2_i_19,2022,optimal,0.0,0.0577374398708343,0.0577374398708343,3.999850218958038
140,group_lasso_N_3_i_0,3783,optimal,0.0,0.0518704100977629,0.0518704100977629,2.656571702449086
141,group_lasso_N_3_i_1,3783,optimal,0.0,0.0775462267920374,0.0775462267920374,4.177882417971978
142,group_lasso_N_3_i_2,3783,optimal,0.0,0.0336148091591894,0.0336148091591894,4.683242246784194
143,group_lasso_N_3_i_3,3783,optimal,0.0,0.0737383749801665,0.0737383749801665,5.03163455633657
144,group_lasso_N_3_i_4,3783,optimal,0.0,0.0361373168416321,0.0361373168416321,4.135347823722197
145,group_lasso_N_3_i_5,3783,optimal,0.0,0.0766121018677949,0.0766121018677949,3.141104776530129
146,group_lasso_N_3_i_6,3783,optimal,0.0,0.0170020679943263,0.0170020679943263,4.244146751996381
147,group_lasso_N_3_i_7,3783,optimal,0.0,0.0792314258869737,0.0792314258869737,3.103334571303404
148,group_lasso_N_3_i_8,3783,optimal,0.0,0.0375751650426536,0.0375751650426536,3.249527745336256
149,group_lasso_N_3_i_9,3783,optimal,0.0,0.0779778868891298,0.0779778868891298,2.9207347201879896
150,group_lasso_N_3_i_10,3783,optimal,0.0,0.0742476950399577,0.0742476950399577,3.720716642038481
151,group_lasso_N_3_i_11,3783,optimal,0.0,0.0460519278421998,0.0460519278421998,3.862573106486607
152,group_lasso_N_3_i_12,3783,optimal,0.0,0.0768921421840787,0.0768921421840787,4.43322102906969
153,group_lasso_N_3_i_13,3783,optimal,0.0,0.0808162461034953,0.0808162461034953,3.315968257941907
154,group_lasso_N_3_i_14,3783,optimal,0.0,0.0806684191338718,0.0806684191338718,3.5315180086568074
155,group_lasso_N_3_i_15,3783,optimal,0.0,0.0790174510329961,0.0790174510329961,3.4898343762717148
156,group_lasso_N_3_i_16,3783,optimal,0.0,0.0365165760740637,0.0365165760740637,3.882217399086753
157,group_lasso_N_3_i_17,3783,optimal,0.0,0.0553907938301563,0.0553907938301563,3.449371705848679
158,group_lasso_N_3_i_18,3783,optimal,0.0,0.0763161559589207,0.0763161559589207,3.60919947748816
159,group_lasso_N_3_i_19,3783,optimal,0.0,0.0765124449972063,0.0765124449972063,4.311699932487122
160,group_lasso_N_4_i_0,6044,optimal,0.0,0.0675825469661504,0.0675825469661504,7.533529280871448
161,group_lasso_N_4_i_1,6044,optimal,0.0,0.0686668700072914,0.0686668700072914,7.167448335309847
162,group_lasso_N_4_i_2,6044,optimal,0.0,0.0710537841077894,0.0710537841077894,6.614619919064137
163,group_lasso_N_4_i_3,6044,optimal,0.0,0.0708339209668338,0.0708339209668338,8.671326198072592
164,group_lasso_N_4_i_4,6044,optimal,0.0,0.0727004860527813,0.0727004860527813,5.79123591183645
165,group_lasso_N_4_i_5,6044,optimal,0.0,0.0742225151043385,0.0742225151043385,9.112859963888887
166,group_lasso_N_4_i_6,6044,optimal,0.0,0.0737644608598202,0.0737644608598202,6.159782519437457
167,group_lasso_N_4_i_7,6044,optimal,0.0,0.0769938919693231,0.0769938919693231,5.256295949064024
168,group_lasso_N_4_i_8,6044,optimal,0.0,0.0683690730948001,0.0683690730948001,6.366999836649942
169,group_lasso_N_4_i_9,6044,optimal,0.0,0.0698348309379071,0.0698348309379071,7.585091378997224
170,group_lasso_N_4_i_10,6044,optimal,0.0,0.0743391958530992,0.0743391958530992,5.092001718783866
171,group_lasso_N_4_i_11,6044,optimal,0.0,0.0737801871728152,0.0737801871728152,6.316697640016728
172,group_lasso_N_4_i_12,6044,optimal,0.0,0.0302385739050805,0.0302385739050805,7.053521630300413
173,group_lasso_N_4_i_13,6044,optimal,0.0,0.0420408500358462,0.0420408500358462,6.111865546438769
174,group_lasso_N_4_i_14,6044,optimal,0.0,0.0391654248815029,0.0391654248815029,7.882220606696398
175,group_lasso_N_4_i_15,6044,optimal,0.0,0.0579450069926679,0.0579450069926679,5.662718261061505
176,group_lasso_N_4_i_16,6044,optimal,0.0,0.0649008529726415,0.0649008529726415,7.628369760339426
177,group_lasso_N_4_i_17,6044,optimal,0.0,0.0710445230361074,0.0710445230361074,7.943056006305462
178,group_lasso_N_4_i_18,6044,optimal,0.0,0.0594858648255467,0.0594858648255467,7.027480236117688
179,group_lasso_N_4_i_19,6044,optimal,0.0,0.0383895169943571,0.0383895169943571,7.600740843802333
180,group_lasso_N_5_i_0,8805,optimal,0.0,0.0348778120242059,0.0348778120242059,6.776931390784149
181,group_lasso_N_5_i_1,8805,optimal,0.0,0.0611120020039379,0.0611120020039379,6.079791181284161
182,group_lasso_N_5_i_2,8805,optimal,0.0,0.0579973408021032,0.0579973408021032,8.467906741779696
183,group_lasso_N_5_i_3,8805,optimal,0.0,0.0360243059694767,0.0360243059694767,4.589180700648317
184,group_lasso_N_5_i_4,8805,optimal,0.0,0.0564209159929305,0.0564209159929305,6.730924450260935
185,group_lasso_N_5_i_5,8805,optimal,0.0,0.0515650170855224,0.0515650170855224,7.652501833816963
186,group_lasso_N_5_i_6,8805,optimal,0.0,0.0688800360076129,0.0688800360076129,6.460180508822292
187,group_lasso_N_5_i_7,8805,optimal,0.0,0.0688135239761322,0.0688135239761322,6.768700414992912
188,group_lasso_N_5_i_8,8805,optimal,0.0,0.0517644190695136,0.0517644190695136,7.02068879125174
189,group_lasso_N_5_i_9,8805,optimal,0.0,0.0593182758893817,0.0593182758893817,6.067830187534189
190,group_lasso_N_5_i_10,8805,optimal,0.0,0.0571723019238561,0.0571723019238561,4.950225062417864
191,group_lasso_N_5_i_11,8805,optimal,0.0,0.0458922628313303,0.0458922628313303,7.25393760316112
192,group_lasso_N_5_i_12,8805,optimal,0.0,0.0599223461467772,0.0599223461467772,6.594367911552855
193,group_lasso_N_5_i_13,8805,optimal,0.0,0.0535569668281823,0.0535569668281823,6.772705550540008
194,group_lasso_N_5_i_14,8805,optimal,0.0,0.0546294250525534,0.0546294250525534,5.042440874930668
195,group_lasso_N_5_i_15,8805,optimal,0.0,0.0465677978936582,0.0465677978936582,6.54496551953858
196,group_lasso_N_5_i_16,8805,optimal,0.0,0.06292001507245,0.06292001507245,7.014157650625455
197,group_lasso_N_5_i_17,8805,optimal,0.0,0.0493249460123479,0.0493249460123479,6.337117430740288
198,group_lasso_N_5_i_18,8805,optimal,0.0,0.0561637179926037,0.0561637179926037,8.30843178428571
199,group_lasso_N_5_i_19,8805,optimal,0.0,0.0548562109470367,0.0548562109470367,9.031891626755948
200,robust_kalman_filter_N_25_i_0,775,optimal,0.0,0.005769473966211,0.005769473966211,766.1804920438659
201,robust_kalman_filter_N_25_i_1,775,optimal,0.0,0.0055910490918904,0.0055910490918904,464.9850354981948
202,robust_kalman_filter_N_25_i_2,775,optimal,0.0,0.0061470279470086,0.0061470279470086,1534.6659740176651
203,robust_kalman_filter_N_25_i_3,775,optimal,0.0,0.0079034098889678,0.0079034098889678,706.2162996124991
204,robust_kalman_filter_N_25_i_4,775,optimal,0.0,0.0080563630908727,0.0080563630908727,914.443198433358
205,robust_kalman_filter_N_25_i_5,775,optimal,0.0,0.0068700560368597,0.0068700560368597,299.9203129233088
206,robust_kalman_filter_N_25_i_6,775,optimal,0.0,0.0078508460428565,0.0078508460428565,1116.24522884034
207,robust_kalman_filter_N_25_i_7,775,optimal,0.0,0.0073833940550684,0.0073833940550684,1301.0374637789332
208,robust_kalman_filter_N_25_i_8,775,optimal,0.0,0.0053927369881421,0.0053927369881421,1041.8767863148046
209,robust_kalman_filter_N_25_i_9,775,optimal,0.0,0.0051529591437429,0.0051529591437429,650.0235140176158
210,robust_kalman_filter_N_25_i_10,775,optimal,0.0,0.0060225189663469,0.0060225189663469,1205.4704941068053
211,robust_kalman_filter_N_25_i_11,775,optimal,0.0,0.0053775298874825,0.0053775298874825,1435.828043781155
212,robust_kalman_filter_N_25_i_12,775,optimal,0.0,0.0055286718998104,0.0055286718998104,337.3647873007207
213,robust_kalman_filter_N_25_i_13,775,optimal,0.0,0.0057658997830003,0.0057658997830003,574.9029373803256
214,robust_kalman_filter_N_25_i_14,775,optimal,0.0,0.0055159148760139,0.0055159148760139,632.726230257631
215,robust_kalman_filter_N_25_i_15,775,optimal,0.0,0.0051558101549744,0.0051558101549744,324.2176018117649
216,robust_kalman_filter_N_25_i_16,775,optimal,0.0,0.0073460328858345,0.0073460328858345,1002.2602852870446
217,robust_kalman_filter_N_25_i_17,775,optimal,0.0,0.0078242640011012,0.0078242640011012,565.6364748208474
218,robust_kalman_filter_N_25_i_18,775,optimal,0.0,0.0082876367960125,0.0082876367960125,1030.179004159046
