tau,clarabel,ecos,gurobi,mosek,qoco,qoco_custom
1.6835508029612023,0.006,0.002,0.0,0.0,0.06,1.0
1.691329517029648,0.006,0.002,0.0,0.0,0.06,1.0
1.6991441720346263,0.006,0.002,0.0,0.0,0.064,1.0
1.7069949340384074,0.006,0.002,0.0,0.0,0.068,1.0
1.7148819698705398,0.006,0.002,0.0,0.0,0.074,1.0
1.722805447131394,0.008,0.002,0.0,0.0,0.076,1.0
1.730765534195725,0.008,0.002,0.0,0.0,0.082,1.0
1.7387624002162507,0.008,0.002,0.0,0.0,0.086,1.0
1.7467962151272454,0.008,0.002,0.0,0.0,0.092,1.0
1.754867149648151,0.01,0.002,0.0,0.0,0.092,1.0
1.7629753752872057,0.01,0.002,0.0,0.0,0.094,1.0
1.7711210643450879,0.01,0.002,0.0,0.0,0.1,1.0
1.7793043899185779,0.01,0.002,0.0,0.0,0.102,1.0
1.787525525904235,0.014,0.002,0.0,0.0,0.11,1.0
1.7957846470020957,0.014,0.002,0.0,0.0,0.11,1.0
1.8040819287193828,0.014,0.002,0.0,0.0,0.116,1.0
1.812417547374237,0.014,0.002,0.0,0.0,0.122,1.0
1.8207916800994628,0.014,0.002,0.0,0.0,0.124,1.0
1.8292045048462933,0.014,0.002,0.0,0.0,0.128,1.0
1.8376562003881711,0.016,0.002,0.0,0.0,0.136,1.0
1.8461469463245477,0.016,0.002,0.0,0.0,0.14,1.0
1.8546769230846987,0.016,0.002,0.0,0.0,0.146,1.0
1.8632463119315603,0.016,0.002,0.0,0.0,0.15,1.0
1.8718552949655787,0.018,0.002,0.0,0.0,0.158,1.0
1.8805040551285823,0.02,0.002,0.002,0.0,0.168,1.0
1.8891927762076663,0.022,0.002,0.002,0.0,0.178,1.0
1.8979216428391006,0.022,0.002,0.002,0.0,0.18,1.0
1.9066908405122525,0.022,0.002,0.002,0.0,0.184,1.0
1.9155005555735276,0.022,0.002,0.002,0.0,0.184,1.0
1.924350975230331,0.022,0.004,0.002,0.0,0.188,1.0
1.9332422875550452,0.022,0.004,0.002,0.0,0.19,1.0
1.9421746814890257,0.022,0.006,0.002,0.0,0.198,1.0
1.9511483468466169,0.024,0.008,0.002,0.0,0.204,1.0
1.9601634743191854,0.024,0.008,0.002,0.0,0.218,1.0
1.9692202554791722,0.024,0.008,0.002,0.0,0.228,1.0
1.9783188827841642,0.024,0.008,0.002,0.0,0.234,1.0
1.987459549580983,0.024,0.008,0.002,0.0,0.236,1.0
1.996642450109794,0.024,0.008,0.002,0.0,0.244,1.0
2.005867779508234,0.024,0.008,0.002,0.0,0.248,1.0
2.0151357338155576,0.024,0.008,0.002,0.0,0.26,1.0
2.0244465099768036,0.024,0.008,0.002,0.0,0.266,1.0
2.0338003058469813,0.024,0.008,0.002,0.0,0.278,1.0
2.043197320195271,0.024,0.008,0.002,0.0,0.282,1.0
2.052637752709252,0.026,0.008,0.002,0.0,0.29,1.0
2.0621218039991436,0.026,0.01,0.002,0.0,0.296,1.0
2.071649675602069,0.026,0.012,0.002,0.0,0.302,1.0
2.0812215699863383,0.026,0.012,0.002,0.0,0.314,1.0
2.0908376905557504,0.026,0.012,0.002,0.0,0.326,1.0
2.100498241653915,0.026,0.016,0.002,0.0,0.336,1.0
2.1102034285685956,0.026,0.018,0.002,0.0,0.35,1.0
2.119953457536071,0.028,0.02,0.002,0.0,0.358,1.0
2.12974853574552,0.028,0.024,0.002,0.0,0.368,1.0
2.139588871343422,0.028,0.026,0.002,0.0,0.37,1.0
2.14947467343798,0.028,0.028,0.002,0.0,0.382,1.0
2.1594061521035663,0.03,0.028,0.002,0.0,0.386,1.0
2.1693835183851844,0.03,0.032,0.002,0.0,0.388,1.0
2.179406984302955,0.032,0.036,0.002,0.0,0.394,1.0
2.1894767628566214,0.032,0.036,0.002,0.0,0.398,1.0
2.1995930680300746,0.032,0.04,0.002,0.0,0.408,1.0
2.209756114795902,0.034,0.04,0.002,0.0,0.414,1.0
2.219966119119955,0.034,0.044,0.004,0.0,0.414,1.0
2.2302232979659378,0.034,0.046,0.004,0.0,0.416,1.0
2.240527869300019,0.036,0.054,0.004,0.0,0.434,1.0
2.2508800520954613,0.036,0.056,0.004,0.0,0.446,1.0
2.2612800663372785,0.036,0.06,0.004,0.0,0.458,1.0
2.2717281330269055,0.036,0.06,0.004,0.0,0.472,1.0
2.2822244741868976,0.036,0.06,0.004,0.0,0.484,1.0
2.2927693128656492,0.038,0.066,0.004,0.0,0.488,1.0
2.303362873142131,0.038,0.068,0.006,0.0,0.5,1.0
2.314005380130653,0.038,0.072,0.006,0.0,0.504,1.0
2.324697059985648,0.044,0.074,0.006,0.0,0.52,1.0
2.3354381399064787,0.046,0.082,0.008,0.0,0.524,1.0
2.346228848142263,0.05,0.082,0.008,0.0,0.53,1.0
2.3570694139967276,0.05,0.086,0.01,0.0,0.536,1.0
2.3679600678330774,0.052,0.09,0.01,0.0,0.544,1.0
2.3789010410788936,0.054,0.094,0.012,0.0,0.558,1.0
2.3898925662310497,0.054,0.096,0.012,0.0,0.566,1.0
2.4009348768606524,0.056,0.098,0.012,0.0,0.574,1.0
2.4120282076180066,0.058,0.098,0.012,0.0,0.588,1.0
2.4231727942375993,0.058,0.104,0.012,0.0,0.594,1.0
2.434368873543111,0.058,0.104,0.012,0.0,0.602,1.0
2.445616683452446,0.06,0.11,0.012,0.0,0.604,1.0
2.456916462982791,0.062,0.11,0.012,0.0,0.612,1.0
2.468268452255692,0.062,0.112,0.012,0.0,0.618,1.0
2.4796728925021587,0.064,0.114,0.012,0.0,0.63,1.0
2.491130026067789,0.064,0.114,0.014,0.0,0.644,1.0
2.5026400964179185,0.064,0.116,0.016,0.0,0.644,1.0
2.514203348142797,0.064,0.116,0.016,0.0,0.646,1.0
2.5258200269627844,0.068,0.116,0.016,0.0,0.66,1.0
2.5374903797335704,0.072,0.118,0.016,0.0,0.674,1.0
2.5492146544514234,0.074,0.12,0.016,0.0,0.674,1.0
2.5609931002584587,0.076,0.122,0.018,0.0,0.676,1.0
2.5728259674479332,0.08,0.122,0.018,0.0,0.68,1.0
2.5847135074695635,0.084,0.124,0.018,0.0,0.688,1.0
2.596655972934871,0.088,0.124,0.018,0.0,0.7,1.0
2.608653617622548,0.09,0.124,0.02,0.0,0.71,1.0
2.6207066964838517,0.094,0.124,0.02,0.0,0.712,1.0
2.632815465648021,0.104,0.124,0.02,0.0,0.716,1.0
2.6449801824277195,0.106,0.124,0.02,0.0,0.72,1.0
2.6572011053245053,0.106,0.124,0.02,0.0,0.724,1.0
2.6694784940343212,0.108,0.124,0.02,0.0,0.734,1.0
2.681812609453015,0.114,0.126,0.02,0.0,0.74,1.0
2.6942037136818833,0.118,0.126,0.02,0.0,0.75,1.0
2.7066520700332415,0.128,0.126,0.02,0.0,0.752,1.0
2.7191579430360173,0.13,0.126,0.022,0.0,0.754,1.0
2.7317215984413767,0.132,0.126,0.022,0.0,0.758,1.0
2.744343303228365,0.136,0.126,0.022,0.0,0.762,1.0
2.7570233256095835,0.142,0.126,0.022,0.0,0.762,1.0
2.769761935036891,0.146,0.126,0.022,0.0,0.768,1.0
2.7825594022071245,0.154,0.126,0.028,0.0,0.768,1.0
2.7954159990678566,0.164,0.126,0.028,0.0,0.77,1.0
2.8083319988231716,0.166,0.126,0.03,0.0,0.774,1.0
2.821307675939472,0.17,0.126,0.032,0.0,0.774,1.0
2.8343433061513092,0.17,0.126,0.032,0.0,0.778,1.0
2.8474391664672463,0.174,0.126,0.034,0.0,0.782,1.0
2.8605955351757424,0.178,0.128,0.034,0.0,0.784,1.0
2.8738126918510654,0.178,0.13,0.034,0.0,0.784,1.0
2.887090917359236,0.18,0.13,0.034,0.0,0.79,1.0
2.9004304938639915,0.184,0.13,0.034,0.0,0.792,1.0
2.9138317048327873,0.19,0.132,0.036,0.0,0.792,1.0
2.9272948350428165,0.196,0.132,0.036,0.0,0.796,1.0
2.940820170587063,0.204,0.132,0.04,0.0,0.796,1.0
2.954407998880381,0.204,0.136,0.04,0.0,0.796,1.0
2.9680586086656024,0.212,0.136,0.04,0.0,0.8,1.0
2.981772290019672,0.23,0.136,0.04,0.0,0.8,1.0
2.9955493343598136,0.232,0.136,0.042,0.0,0.802,1.0
3.00939003444972,0.238,0.136,0.042,0.0,0.802,1.0
3.0232946844057773,0.238,0.136,0.042,0.0,0.804,1.0
3.0372635797033114,0.244,0.136,0.044,0.0,0.804,1.0
3.0512970171828697,0.256,0.138,0.044,0.0,0.804,1.0
3.0653952950565273,0.266,0.138,0.046,0.0,0.804,1.0
3.079558712914226,0.27,0.138,0.046,0.0,0.804,1.0
3.0937875717301377,0.282,0.138,0.048,0.0,0.804,1.0
3.108082173869064,0.29,0.138,0.05,0.0,0.804,1.0
3.1224428230928565,0.292,0.138,0.05,0.0,0.806,1.0
3.1368698245668774,0.304,0.138,0.052,0.0,0.806,1.0
3.1513634848664784,0.314,0.138,0.054,0.0,0.806,1.0
3.1659241119835224,0.318,0.138,0.054,0.0,0.806,1.0
3.18055201533292,0.32,0.138,0.056,0.0,0.808,1.0
3.195247505759212,0.328,0.138,0.058,0.0,0.808,1.0
3.2100108955431725,0.332,0.138,0.058,0.0,0.808,1.0
3.2248424984084414,0.334,0.138,0.058,0.0,0.808,1.0
3.2397426295281972,0.344,0.138,0.058,0.0,0.808,1.0
3.254711605531848,0.344,0.138,0.06,0.0,0.81,1.0
3.269749744511766,0.344,0.138,0.064,0.0,0.81,1.0
3.2848573660300446,0.354,0.138,0.064,0.0,0.81,1.0
3.3000347911252845,0.354,0.138,0.066,0.0,0.812,1.0
3.315282342319425,0.366,0.14,0.066,0.0,0.814,1.0
3.330600343624589,0.37,0.14,0.07,0.0,0.818,1.0
3.345989120549973,0.38,0.144,0.072,0.0,0.818,1.0
3.361449000108766,0.396,0.144,0.072,0.0,0.818,1.0
3.3769803108250906,0.4,0.144,0.074,0.0,0.82,1.0
3.3925833827409937,0.416,0.144,0.078,0.0,0.82,1.0
3.408258547423452,0.422,0.144,0.08,0.0,0.82,1.0
3.424006137971424,0.434,0.144,0.084,0.0,0.82,1.0
3.4398264890229253,0.44,0.144,0.088,0.002,0.822,1.0
3.4557199367621387,0.452,0.146,0.088,0.002,0.822,1.0
3.4716868189265613,0.46,0.146,0.092,0.002,0.822,1.0
3.4877274748141773,0.466,0.146,0.098,0.002,0.83,1.0
3.503842245290674,0.468,0.146,0.108,0.002,0.83,1.0
3.52003147279668,0.49,0.146,0.112,0.002,0.83,1.0
3.536295501355042,0.496,0.146,0.116,0.002,0.832,1.0
3.5526346765781414,0.502,0.146,0.118,0.002,0.832,1.0
3.5690493456752295,0.51,0.146,0.124,0.002,0.832,1.0
3.585539857459816,0.518,0.146,0.124,0.002,0.832,1.0
3.6021065623570707,0.526,0.146,0.124,0.002,0.832,1.0
3.6187498124112794,0.538,0.146,0.126,0.002,0.838,1.0
3.6354699612933197,0.548,0.146,0.128,0.002,0.84,1.0
3.6522673643081753,0.554,0.146,0.13,0.002,0.842,1.0
3.669142378402493,0.554,0.146,0.132,0.002,0.842,1.0
3.686095362172159,0.554,0.146,0.136,0.002,0.844,1.0
3.703126675869926,0.56,0.146,0.138,0.002,0.848,1.0
3.7202366814130676,0.562,0.146,0.14,0.002,0.85,1.0
3.737425742391064,0.574,0.146,0.144,0.002,0.854,1.0
3.7546942240733356,0.582,0.146,0.15,0.002,0.858,1.0
3.7720424934169983,0.586,0.146,0.154,0.002,0.858,1.0
3.7894709190746667,0.6,0.146,0.154,0.002,0.858,1.0
3.806979871402286,0.608,0.146,0.158,0.002,0.86,1.0
3.824569722466999,0.616,0.146,0.16,0.002,0.862,1.0
3.84224084605506,0.63,0.146,0.162,0.002,0.862,1.0
3.859993617679768,0.63,0.146,0.162,0.002,0.862,1.0
3.877828414589456,0.634,0.146,0.164,0.002,0.864,1.0
3.895745615775503,0.64,0.146,0.166,0.002,0.864,1.0
3.913745601980384,0.65,0.146,0.168,0.002,0.864,1.0
3.9318287557057694,0.656,0.146,0.168,0.002,0.864,1.0
3.949995461220644,0.66,0.146,0.17,0.002,0.864,1.0
3.968246104569481,0.672,0.146,0.174,0.002,0.866,1.0
3.9865810735804406,0.674,0.146,0.176,0.002,0.866,1.0
4.005000757873611,0.678,0.146,0.176,0.002,0.866,1.0
4.023505548869292,0.688,0.146,0.18,0.002,0.866,1.0
4.042095839796307,0.696,0.146,0.182,0.002,0.868,1.0
4.060772025700365,0.702,0.146,0.182,0.002,0.868,1.0
4.079534503452451,0.706,0.146,0.182,0.002,0.868,1.0
4.0983836717572615,0.706,0.146,0.182,0.002,0.868,1.0
4.117319931161678,0.716,0.146,0.186,0.002,0.868,1.0
4.136343684063275,0.724,0.146,0.186,0.002,0.868,1.0
4.155455334718876,0.724,0.146,0.188,0.002,0.868,1.0
4.174655289253137,0.736,0.146,0.19,0.002,0.868,1.0
4.193943955667186,0.738,0.146,0.194,0.002,0.87,1.0
4.213321743847288,0.742,0.146,0.196,0.002,0.87,1.0
4.23278906557355,0.754,0.146,0.198,0.002,0.87,1.0
4.252346334528682,0.754,0.146,0.198,0.002,0.87,1.0
4.271993966306779,0.756,0.146,0.198,0.002,0.87,1.0
4.291732378422157,0.758,0.146,0.198,0.002,0.87,1.0
4.311561990318228,0.762,0.146,0.198,0.002,0.872,1.0
4.3314832233764,0.762,0.146,0.198,0.002,0.872,1.0
4.35149650092505,0.768,0.146,0.198,0.004,0.872,1.0
4.371602248248505,0.772,0.146,0.198,0.006,0.874,1.0
4.391800892596086,0.774,0.146,0.198,0.006,0.874,1.0
4.412092863191189,0.78,0.146,0.198,0.006,0.876,1.0
4.432478591240397,0.784,0.146,0.198,0.006,0.876,1.0
4.452958509942655,0.784,0.146,0.198,0.006,0.876,1.0
4.473533054498465,0.786,0.146,0.198,0.006,0.876,1.0
4.494202662119142,0.79,0.146,0.198,0.006,0.876,1.0
4.5149677720361,0.79,0.146,0.2,0.006,0.876,1.0
4.535828825510188,0.79,0.146,0.2,0.008,0.878,1.0
4.556786265841064,0.79,0.146,0.2,0.008,0.88,1.0
4.577840538376619,0.79,0.146,0.2,0.008,0.88,1.0
4.598992090522438,0.792,0.148,0.202,0.008,0.882,1.0
4.6202413717513116,0.794,0.148,0.202,0.008,0.882,1.0
4.641588833612778,0.798,0.148,0.202,0.008,0.882,1.0
4.663034929742731,0.798,0.148,0.202,0.008,0.886,1.0
4.684580115873048,0.802,0.148,0.202,0.008,0.888,1.0
4.7062248498412815,0.804,0.148,0.202,0.008,0.892,1.0
4.727969591600389,0.804,0.148,0.202,0.008,0.896,1.0
4.749814803228501,0.81,0.148,0.204,0.008,0.898,1.0
4.771760948938746,0.81,0.148,0.206,0.008,0.908,1.0
4.79380849508911,0.812,0.148,0.206,0.008,0.908,1.0
4.815957910192352,0.814,0.148,0.206,0.01,0.91,1.0
4.838209664925956,0.816,0.148,0.206,0.01,0.91,1.0
4.860564232142135,0.818,0.148,0.206,0.012,0.91,1.0
4.8830220868778795,0.82,0.148,0.206,0.012,0.912,1.0
4.905583706365048,0.82,0.148,0.206,0.012,0.914,1.0
4.9282495700405144,0.822,0.15,0.206,0.012,0.916,1.0
4.95102015955635,0.822,0.15,0.206,0.012,0.922,1.0
4.973895958790064,0.824,0.15,0.206,0.012,0.924,1.0
4.996877453854884,0.824,0.156,0.206,0.012,0.926,1.0
5.019965133110082,0.824,0.156,0.208,0.012,0.93,1.0
5.04315948717136,0.824,0.158,0.208,0.012,0.94,1.0
5.066461008921268,0.824,0.158,0.208,0.012,0.95,1.0
5.089870193519681,0.824,0.158,0.21,0.012,0.95,1.0
5.113387538414326,0.824,0.16,0.21,0.012,0.952,1.0
5.137013543351341,0.828,0.16,0.21,0.012,0.96,1.0
5.160748710385909,0.83,0.16,0.212,0.014,0.96,1.0
5.184593543892912,0.832,0.16,0.212,0.014,0.964,1.0
5.208548550577661,0.832,0.16,0.212,0.014,0.968,1.0
5.2326142394866615,0.836,0.162,0.212,0.014,0.97,1.0
5.256791122018422,0.84,0.164,0.212,0.014,0.974,1.0
5.281079711934332,0.842,0.164,0.214,0.016,0.974,1.0
5.305480525369573,0.846,0.164,0.214,0.016,0.974,1.0
5.329994080844089,0.848,0.164,0.214,0.016,0.974,1.0
5.354620899273607,0.854,0.164,0.214,0.016,0.974,1.0
5.3793615039807,0.86,0.164,0.216,0.016,0.976,1.0
5.404216420705916,0.868,0.166,0.216,0.016,0.976,1.0
5.429186177618941,0.874,0.166,0.216,0.016,0.984,1.0
5.454271305329834,0.878,0.17,0.22,0.018,0.984,1.0
5.479472336900287,0.894,0.17,0.22,0.018,0.984,1.0
5.50478980785497,0.9,0.176,0.22,0.018,0.984,1.0
5.530224256192901,0.908,0.176,0.224,0.02,0.984,1.0
5.555776222398876,0.91,0.176,0.226,0.02,0.984,1.0
5.581446249454964,0.916,0.176,0.226,0.02,0.986,1.0
5.607234882852032,0.92,0.176,0.228,0.022,0.986,1.0
5.633142670601354,0.926,0.176,0.228,0.022,0.986,1.0
5.659170163246244,0.93,0.18,0.228,0.022,0.986,1.0
5.685317913873752,0.93,0.184,0.23,0.024,0.986,1.0
5.711586478126432,0.938,0.188,0.23,0.024,0.986,1.0
5.737976414214134,0.94,0.192,0.23,0.026,0.986,1.0
5.764488282925877,0.944,0.192,0.23,0.026,0.986,1.0
5.791122647641759,0.946,0.192,0.23,0.028,0.986,1.0
5.8178800743449335,0.95,0.196,0.23,0.028,0.986,1.0
5.844761131633635,0.954,0.202,0.23,0.028,0.986,1.0
5.871766390733256,0.958,0.206,0.232,0.03,0.988,1.0
5.898896425508497,0.962,0.208,0.232,0.03,0.988,1.0
5.926151812475554,0.964,0.214,0.234,0.03,0.988,1.0
5.953533130814368,0.97,0.214,0.236,0.034,0.988,1.0
5.981040962380941,0.97,0.214,0.238,0.034,0.988,1.0
6.008675891719687,0.97,0.216,0.242,0.036,0.988,1.0
6.036438506075867,0.972,0.22,0.242,0.036,0.988,1.0
6.0643293954080635,0.972,0.226,0.244,0.036,0.988,1.0
6.09234915240071,0.974,0.232,0.246,0.036,0.988,1.0
6.1204983724767,0.974,0.232,0.25,0.036,0.988,1.0
6.148777653810023,0.974,0.236,0.256,0.036,0.988,1.0
6.1771875973384915,0.974,0.24,0.26,0.038,0.988,1.0
6.205728806776502,0.976,0.25,0.262,0.038,0.99,1.0
6.234401888627862,0.98,0.25,0.264,0.038,0.99,1.0
6.263207452198689,0.98,0.26,0.268,0.038,0.99,1.0
6.292146109610344,0.982,0.262,0.276,0.038,0.99,1.0
6.321218475812452,0.982,0.27,0.278,0.038,0.99,1.0
6.350425168595963,0.984,0.278,0.28,0.04,0.99,1.0
6.379766808606281,0.986,0.28,0.28,0.042,0.99,1.0
6.4092440193564535,0.986,0.28,0.28,0.042,0.99,1.0
6.4388574272404195,0.986,0.286,0.282,0.042,0.99,1.0
6.468607661546326,0.986,0.29,0.286,0.042,0.99,1.0
6.49849535446989,0.986,0.29,0.29,0.042,0.99,1.0
6.528521141127846,0.986,0.298,0.294,0.042,0.99,1.0
6.558685659571432,0.986,0.306,0.298,0.044,0.99,1.0
6.588989550799949,0.986,0.31,0.304,0.044,0.99,1.0
6.619433458774393,0.99,0.312,0.306,0.044,0.99,1.0
6.65001803043112,0.99,0.32,0.308,0.048,0.99,1.0
6.680743915695613,0.99,0.324,0.31,0.048,0.99,1.0
6.711611767496283,0.99,0.328,0.318,0.048,0.99,1.0
6.742622241778342,0.99,0.336,0.32,0.05,0.99,1.0
6.77377599751775,0.99,0.35,0.324,0.052,0.99,1.0
6.805073696735208,0.99,0.352,0.324,0.052,0.99,1.0
6.836516004510237,0.99,0.356,0.326,0.056,0.99,1.0
6.868103588995304,0.99,0.362,0.326,0.056,0.99,1.0
6.899837121430019,0.99,0.368,0.326,0.056,0.99,1.0
6.931717276155405,0.99,0.372,0.326,0.058,0.99,1.0
6.963744730628224,0.992,0.376,0.326,0.06,0.99,1.0
6.995920165435373,0.994,0.38,0.326,0.06,0.99,1.0
7.028244264308349,0.996,0.39,0.326,0.064,0.99,1.0
7.060717714137772,0.998,0.396,0.33,0.068,0.99,1.0
7.093341204987995,0.998,0.402,0.338,0.07,0.992,1.0
7.1261154301117475,0.998,0.414,0.34,0.072,0.992,1.0
