,nvar,status,setup_time,solve_time,run_time,obj
robust_kalman_filter_25,204,optimal,,0.0004513804899999998,0.0004513804899999998,706.0121861791589
robust_kalman_filter_50,404,optimal,,0.00098213776,0.00098213776,1710.4613614832517
robust_kalman_filter_75,604,optimal,,0.0015917417599999996,0.0015917417599999996,3201.555339460809
robust_kalman_filter_100,804,optimal,,0.0022056603799999997,0.0022056603799999997,4708.570500430293
robust_kalman_filter_125,1004,optimal,,0.00301106478,0.00301106478,5060.296900704337
robust_kalman_filter_150,1204,optimal,,0.003752670779999999,0.003752670779999999,5427.660738966173
robust_kalman_filter_175,1404,optimal,,0.0043351011000000005,0.0043351011000000005,8490.26661076642
