,size,status,setup_time,solve_time,run_time,obj,iters
oscillating_masses_N_8_i_0,1344,optimal,0.0,0.002866983413696289,0.002866983413696289,447.29929171724444,9.0
oscillating_masses_N_8_i_1,1344,optimal,0.0,0.002870798110961914,0.002870798110961914,283.7780347632366,9.0
oscillating_masses_N_8_i_2,1344,optimal,0.0,0.0028951168060302734,0.0028951168060302734,429.3685685706229,9.0
oscillating_masses_N_8_i_3,1344,optimal,0.0,0.0028581619262695312,0.0028581619262695312,143.0350197237556,9.0
oscillating_masses_N_8_i_4,1344,optimal,0.0,0.0029528141021728516,0.0029528141021728516,350.33335454560273,10.0
oscillating_masses_N_8_i_5,1344,optimal,0.0,0.0028541088104248047,0.0028541088104248047,305.65413998820895,9.0
oscillating_masses_N_8_i_6,1344,optimal,0.0,0.002959012985229492,0.002959012985229492,714.1937449551822,10.0
oscillating_masses_N_8_i_7,1344,optimal,0.0,0.0031239986419677734,0.0031239986419677734,235.47483396422277,12.0
oscillating_masses_N_8_i_8,1344,optimal,0.0,0.002763986587524414,0.002763986587524414,339.9994434680313,8.0
oscillating_masses_N_8_i_9,1344,optimal,0.0,0.0028548240661621094,0.0028548240661621094,87.69336722221604,9.0
oscillating_masses_N_8_i_10,1344,optimal,0.0,0.002763986587524414,0.002763986587524414,87.56459499983592,8.0
oscillating_masses_N_8_i_11,1344,optimal,0.0,0.0029430389404296875,0.0029430389404296875,88.77284470290323,10.0
oscillating_masses_N_8_i_12,1344,optimal,0.0,0.0029129981994628906,0.0029129981994628906,196.76191382276244,9.0
oscillating_masses_N_8_i_13,1344,optimal,0.0,0.0028929710388183594,0.0028929710388183594,64.889614326876,9.0
oscillating_masses_N_8_i_14,1344,optimal,0.0,0.0028650760650634766,0.0028650760650634766,266.12371539545404,9.0
oscillating_masses_N_8_i_15,1344,optimal,0.0,0.0028829574584960938,0.0028829574584960938,250.32165902786966,9.0
oscillating_masses_N_8_i_16,1344,optimal,0.0,0.0029489994049072266,0.0029489994049072266,313.864068523881,10.0
oscillating_masses_N_8_i_17,1344,optimal,0.0,0.0027761459350585938,0.0027761459350585938,197.635409597501,8.0
oscillating_masses_N_8_i_18,1344,optimal,0.0,0.002866029739379883,0.002866029739379883,409.4688820997352,9.0
oscillating_masses_N_8_i_19,1344,optimal,0.0,0.002894163131713867,0.002894163131713867,410.8354933497631,9.0
oscillating_masses_N_20_i_0,3312,optimal,0.0,0.005434989929199219,0.005434989929199219,564.129022962286,9.0
oscillating_masses_N_20_i_1,3312,optimal,0.0,0.005686044692993164,0.005686044692993164,308.59639949284605,10.0
oscillating_masses_N_20_i_2,3312,optimal,0.0,0.005825996398925781,0.005825996398925781,149.41078620266723,10.0
oscillating_masses_N_20_i_3,3312,optimal,0.0,0.0061299800872802734,0.0061299800872802734,464.7552028921195,12.0
oscillating_masses_N_20_i_4,3312,optimal,0.0,0.004667043685913086,0.004667043685913086,664.5771019858512,9.0
oscillating_masses_N_20_i_5,3312,optimal,0.0,0.004714012145996094,0.004714012145996094,330.04115917507727,9.0
oscillating_masses_N_20_i_6,3312,optimal,0.0,0.004956960678100586,0.004956960678100586,259.4076454081344,10.0
oscillating_masses_N_20_i_7,3312,optimal,0.0,0.004659891128540039,0.004659891128540039,412.9066882083912,9.0
oscillating_masses_N_20_i_8,3312,optimal,0.0,0.004685878753662109,0.004685878753662109,406.7605970376917,9.0
oscillating_masses_N_20_i_9,3312,optimal,0.0,0.004909992218017578,0.004909992218017578,248.07285391332897,10.0
oscillating_masses_N_20_i_10,3312,optimal,0.0,0.004631996154785156,0.004631996154785156,300.3139323387535,9.0
oscillating_masses_N_20_i_11,3312,optimal,0.0,0.004683017730712891,0.004683017730712891,256.31991164520014,9.0
oscillating_masses_N_20_i_12,3312,optimal,0.0,0.004680156707763672,0.004680156707763672,336.5572698965656,9.0
oscillating_masses_N_20_i_13,3312,optimal,0.0,0.004656791687011719,0.004656791687011719,216.65161283665563,9.0
oscillating_masses_N_20_i_14,3312,optimal,0.0,0.004676103591918945,0.004676103591918945,258.1759469668729,9.0
oscillating_masses_N_20_i_15,3312,optimal,0.0,0.004642009735107422,0.004642009735107422,383.7717577432504,9.0
oscillating_masses_N_20_i_16,3312,optimal,0.0,0.004662036895751953,0.004662036895751953,191.17565445144493,9.0
oscillating_masses_N_20_i_17,3312,optimal,0.0,0.004927873611450195,0.004927873611450195,535.5482488846335,10.0
oscillating_masses_N_20_i_18,3312,optimal,0.0,0.005409955978393555,0.005409955978393555,166.20185602418672,9.0
oscillating_masses_N_20_i_19,3312,optimal,0.0,0.0054090023040771484,0.0054090023040771484,467.5361775456052,9.0
oscillating_masses_N_32_i_0,5280,optimal,0.0,0.007782936096191406,0.007782936096191406,299.68273994316365,10.0
oscillating_masses_N_32_i_1,5280,optimal,0.0,0.006307125091552734,0.006307125091552734,325.8379309455308,9.0
oscillating_masses_N_32_i_2,5280,optimal,0.0,0.0063130855560302734,0.0063130855560302734,185.75571697361968,9.0
oscillating_masses_N_32_i_3,5280,optimal,0.0,0.006999969482421875,0.006999969482421875,83.58300928052694,11.0
oscillating_masses_N_32_i_4,5280,optimal,0.0,0.006838083267211914,0.006838083267211914,966.5824218370188,10.0
oscillating_masses_N_32_i_5,5280,optimal,0.0,0.006303071975708008,0.006303071975708008,327.5888233468603,9.0
oscillating_masses_N_32_i_6,5280,optimal,0.0,0.00712895393371582,0.00712895393371582,164.24939261707956,10.0
oscillating_masses_N_32_i_7,5280,optimal,0.0,0.00706791877746582,0.00706791877746582,314.9992854858012,11.0
