tau,qoco,clarabel,ecos,gurobi,mosek
1.0,0.5754716981132075,0.2358490566037736,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.0046204213468128,0.5754716981132075,0.2358490566037736,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.0092621909870476,0.5754716981132075,0.2358490566037736,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.013925407558815,0.5754716981132075,0.2358490566037736,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.0186101701559758,0.5849056603773585,0.2358490566037736,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.023316578330245,0.5849056603773585,0.2358490566037736,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.0280447320933093,0.5943396226415094,0.2358490566037736,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.0327947319189517,0.5943396226415094,0.24528301886792453,0.02830188679245283,0.14150943396226415,0.018867924528301886
1.0375666787451858,0.5943396226415094,0.24528301886792453,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0423606739764015,0.6037735849056604,0.24528301886792453,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0471768194855202,0.6037735849056604,0.25471698113207547,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0520152176161586,0.6037735849056604,0.25471698113207547,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0568759711848041,0.6037735849056604,0.2641509433962264,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0617591834829998,0.6132075471698113,0.2641509433962264,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0666649582795393,0.6132075471698113,0.2641509433962264,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0715933998226712,0.6132075471698113,0.2641509433962264,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0765446128423155,0.6132075471698113,0.2641509433962264,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0815187025522883,0.6132075471698113,0.2830188679245283,0.02830188679245283,0.1509433962264151,0.018867924528301886
1.0865157746525382,0.6132075471698113,0.2830188679245283,0.02830188679245283,0.16981132075471697,0.018867924528301886
1.0915359353313916,0.6132075471698113,0.2830188679245283,0.02830188679245283,0.16981132075471697,0.018867924528301886
1.0965792912678098,0.6132075471698113,0.2830188679245283,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1016459496336566,0.6320754716981132,0.2830188679245283,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1067360180959736,0.6415094339622641,0.29245283018867924,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1118496048192708,0.6415094339622641,0.29245283018867924,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.116986818467823,0.6509433962264151,0.3018867924528302,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1221477682079803,0.6509433962264151,0.3018867924528302,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1273325637104867,0.660377358490566,0.3018867924528302,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1325413151528119,0.6698113207547169,0.3018867924528302,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1377741332214912,0.6792452830188679,0.3018867924528302,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1430311291144792,0.6886792452830188,0.3018867924528302,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.148312414543511,0.6981132075471698,0.3018867924528302,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1536181017364782,0.7075471698113207,0.3113207547169811,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.158948303439811,0.7169811320754716,0.3113207547169811,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1643031329208766,0.7169811320754716,0.32075471698113206,0.03773584905660377,0.1792452830188679,0.018867924528301886
1.1696827039703852,0.7169811320754716,0.330188679245283,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.1750871309048077,0.7169811320754716,0.33962264150943394,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.180516528568805,0.7169811320754716,0.33962264150943394,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.1859710123376697,0.7169811320754716,0.33962264150943394,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.1914506981197759,0.7169811320754716,0.3490566037735849,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.1969557023590434,0.7169811320754716,0.3490566037735849,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.2024861420374122,0.7169811320754716,0.3490566037735849,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.2080421346773285,0.7169811320754716,0.3490566037735849,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.2136237983442408,0.7264150943396226,0.3490566037735849,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.2192312516491106,0.7264150943396226,0.3490566037735849,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.2248646137509314,0.7358490566037735,0.3490566037735849,0.04716981132075472,0.1792452830188679,0.018867924528301886
1.2305240043592616,0.7452830188679245,0.3490566037735849,0.05660377358490566,0.18867924528301888,0.018867924528301886
1.2362095437367686,0.7452830188679245,0.3490566037735849,0.05660377358490566,0.18867924528301888,0.018867924528301886
1.2419213527017836,0.7547169811320755,0.3490566037735849,0.05660377358490566,0.18867924528301888,0.018867924528301886
1.2476595526308696,0.7547169811320755,0.3490566037735849,0.05660377358490566,0.18867924528301888,0.018867924528301886
1.2534242654614,0.7547169811320755,0.3490566037735849,0.05660377358490566,0.18867924528301888,0.018867924528301886
1.259215613694151,0.7547169811320755,0.3584905660377358,0.05660377358490566,0.18867924528301888,0.018867924528301886
1.2650337203959034,0.7547169811320755,0.3584905660377358,0.05660377358490566,0.19811320754716982,0.018867924528301886
1.2708787092020586,0.7547169811320755,0.3584905660377358,0.05660377358490566,0.19811320754716982,0.018867924528301886
1.2767507043192656,0.7547169811320755,0.36792452830188677,0.05660377358490566,0.19811320754716982,0.018867924528301886
1.2826498305280605,0.7641509433962265,0.36792452830188677,0.05660377358490566,0.20754716981132076,0.018867924528301886
1.288576213185518,0.7641509433962265,0.37735849056603776,0.05660377358490566,0.20754716981132076,0.018867924528301886
1.2945299782279156,0.7641509433962265,0.37735849056603776,0.0660377358490566,0.20754716981132076,0.018867924528301886
