tau,qoco,clarabel,ecos,gurobi,mosek
9.999999999999999e-06,0.0,0.0,0.0,0.0,0.0
1.0186101701559753e-05,0.0,0.0,0.0,0.0,0.0
1.0375666787451848e-05,0.0,0.0,0.0,0.0,0.0
1.056875971184805e-05,0.0,0.0,0.0,0.0,0.0
1.0765446128423159e-05,0.0,0.0,0.0,0.0,0.0
1.09657929126781e-05,0.0,0.0,0.0,0.0,0.0
1.1169868184678226e-05,0.0,0.0,0.0,0.0,0.0
1.1377741332214902e-05,0.0,0.0,0.0,0.0,0.0
1.1589483034398118e-05,0.007246376811594203,0.0,0.0,0.0,0.0
1.1805165285688056e-05,0.007246376811594203,0.0,0.0,0.0,0.0
1.2024861420374123e-05,0.007246376811594203,0.0,0.0,0.0,0.0
1.2248646137509306e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.2476595526308685e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.2708787092020594e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.294529978227916e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.3186214013947484e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.3431611700460154e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.3681576279674705e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.3936192742241435e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.4195547660501015e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.4459729217920196e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.4728827239075018e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.5002933220192168e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.5282140360258708e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.556654359271062e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.5856239617711373e-05,0.014492753623188406,0.0,0.0,0.0,0.0
1.6151326935030895e-05,0.021739130434782608,0.0,0.0,0.0,0.0
1.6451905877536607e-05,0.021739130434782608,0.0,0.0,0.0,0.0
1.6758078645307688e-05,0.021739130434782608,0.0,0.0,0.0,0.0
1.706994934038408e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.7387624002162504e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.7711210643450867e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.804081928719381e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.8376562003881724e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.8718552949655793e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.906690840512252e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.9421746814890246e-05,0.028985507246376812,0.0,0.0,0.0,0.0
1.978318882784162e-05,0.028985507246376812,0.0,0.0,0.0,0.0
2.0151357338155584e-05,0.036231884057971016,0.0,0.0,0.0,0.0
2.052637752709252e-05,0.043478260869565216,0.007246376811594203,0.0,0.0,0.0
2.09083769055575e-05,0.043478260869565216,0.007246376811594203,0.0,0.0,0.0
2.1297485357455188e-05,0.043478260869565216,0.007246376811594203,0.0,0.0,0.0
2.1693835183851823e-05,0.050724637681159424,0.007246376811594203,0.0,0.0,0.0
2.209756114795903e-05,0.057971014492753624,0.007246376811594203,0.0,0.0,0.0
2.2508800520954618e-05,0.06521739130434782,0.007246376811594203,0.0,0.0,0.0
2.2927693128656486e-05,0.07246376811594203,0.007246376811594203,0.0,0.0,0.0
2.335438139906477e-05,0.07971014492753623,0.007246376811594203,0.0,0.0,0.0
2.3789010410788956e-05,0.07971014492753623,0.007246376811594203,0.0,0.0,0.0
2.4231727942376007e-05,0.07971014492753623,0.007246376811594203,0.0,0.0,0.0
2.4682684522556925e-05,0.07971014492753623,0.007246376811594203,0.0,0.0,0.0
2.5142033481427965e-05,0.07971014492753623,0.014492753623188406,0.0,0.0,0.0
2.5609931002584567e-05,0.07971014492753623,0.014492753623188406,0.0,0.0,0.0
2.6086536176225506e-05,0.07971014492753623,0.014492753623188406,0.0,0.0,0.0
2.6572011053245066e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
2.706652070033241e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
2.7570233256095827e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
2.8083319988231698e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
2.860595535175745e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
2.9138317048327887e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
2.9680586086656024e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
3.0232946844057763e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
3.079558712914223e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
3.13686982456688e-05,0.08695652173913043,0.014492753623188406,0.014492753623188406,0.0,0.0
3.1952475057592136e-05,0.08695652173913043,0.014492753623188406,0.021739130434782608,0.0,0.0
3.254711605531848e-05,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.0,0.0
3.315282342319423e-05,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.0,0.0
3.3769803108250876e-05,0.08695652173913043,0.021739130434782608,0.021739130434782608,0.0,0.0
3.4398264890229283e-05,0.08695652173913043,0.028985507246376812,0.021739130434782608,0.0,0.0
3.5038422452906755e-05,0.09420289855072464,0.036231884057971016,0.021739130434782608,0.0,0.0
3.56904934567523e-05,0.09420289855072464,0.036231884057971016,0.028985507246376812,0.0,0.0
3.6354699612933176e-05,0.09420289855072464,0.036231884057971016,0.028985507246376812,0.0,0.0
3.7031266758699235e-05,0.09420289855072464,0.036231884057971016,0.036231884057971016,0.0,0.0
